220287.0,221457.0,223441.0,223085.0,223591.0,222658.0,222323.0,223526.0,221948.0,223545.0,222205.0,221415.0,223728.0,222608.0,223039.0,223000.0
213409.0,215286.0,219011.0,223544.0,229194.0,235182.0,240559.0,241213.0,242713.0,242190.0,238972.0,234172.0,229092.0,224436.0,219152.0,216179.0
220215.0,221492.0,221692.0,222422.0,222523.0,220997.0,222586.0,223269.0,221920.0,223473.0,223984.0,224364.0,223410.0,222465.0,223320.0,222252.0
233543.0,233819.0,235589.0,235430.0,236715.0,237489.0,239559.0,239102.0,240946.0,240639.0,240205.0,238959.0,239200.0,237888.0,236874.0,234993.0
249985.0,250470.0,252965.0,253741.0,252958.0,252208.0,253164.0,252329.0,250896.0,249649.0,252852.0,254073.0,252351.0,251347.0,253075.0,252369.0
233190.0,234839.0,235175.0,234848.0,237253.0,238652.0,240116.0,241991.0,242919.0,242629.0,241930.0,241964.0,239502.0,237484.0,237271.0,235249.0
215637.0,216576.0,218091.0,220419.0,222000.0,223090.0,224466.0,223669.0,224120.0,224668.0,223404.0,223122.0,222226.0,219015.0,218166.0,215837.0
207200.0,209016.0,211487.0,215928.0,221070.0,218924.0,218191.0,216973.0,216928.0,219776.0,219338.0,218256.0,217248.0,215475.0,212864.0,209894.0
216255.0,217579.0,218933.0,217868.0,218503.0,219506.0,218688.0,217872.0,221010.0,220041.0,218536.0,218675.0,218898.0,217859.0,219750.0,217955.0
222542.0,223876.0,227038.0,229512.0,230444.0,232532.0,233645.0,235360.0,234198.0,233125.0,231237.0,230530.0,227377.0,224606.0,224673.0,222543.0
224221.0,225963.0,225730.0,226016.0,229355.0,232602.0,235003.0,234455.0,236796.0,236786.0,235102.0,233789.0,231283.0,229301.0,225624.0,225224.0
218199.0,219355.0,219633.0,220511.0,222232.0,221967.0,222990.0,224869.0,225081.0,224080.0,223997.0,224143.0,222014.0,221048.0,219426.0,218939.0
231371.0,232272.0,233091.0,234208.0,236465.0,238135.0,238875.0,240261.0,238700.0,239848.0,239307.0,237005.0,236602.0,235377.0,233807.0,233928.0
224186.0,225787.0,226878.0,226628.0,226916.0,228573.0,228601.0,227263.0,227496.0,230191.0,229715.0,228936.0,228838.0,228775.0,227174.0,224571.0
202196.0,203733.0,205581.0,207757.0,210337.0,213689.0,216403.0,217135.0,217625.0,218095.0,215382.0,212227.0,209830.0,206629.0,204671.0,202502.0
200556.0,202491.0,201593.0,202389.0,202955.0,203793.0,203675.0,203182.0,203198.0,203314.0,203357.0,203105.0,203056.0,202310.0,203619.0,202583.0
212677.0,215906.0,218065.0,220084.0,222456.0,224411.0,226025.0,226626.0,227535.0,226814.0,224555.0,220607.0,218659.0,218479.0,217502.0,214783.0
199856.0,201742.0,200955.0,201191.0,200770.0,200280.0,200542.0,200585.0,200997.0,201205.0,201898.0,201061.0,200307.0,201305.0,201949.0,200153.0
226844.0,229231.0,229359.0,231782.0,230030.0,231636.0,232286.0,232807.0,231858.0,231773.0,230620.0,232868.0,231550.0,231802.0,229978.0,228856.0
215627.0,215588.0,217654.0,223627.0,226641.0,226598.0,225459.0,225993.0,225916.0,228168.0,227103.0,228548.0,227353.0,225726.0,221261.0,218402.0
208718.0,211140.0,211070.0,212564.0,212961.0,213138.0,210430.0,210638.0,211731.0,210096.0,210205.0,210998.0,211885.0,210951.0,210392.0,209563.0
217917.0,220634.0,221269.0,222625.0,224174.0,224272.0,222265.0,221637.0,220923.0,221787.0,221106.0,223405.0,222826.0,221347.0,221253.0,220316.0
212693.0,215104.0,215348.0,213834.0,215094.0,214045.0,215148.0,217721.0,217399.0,215849.0,215812.0,216532.0,215808.0,216121.0,216059.0,213885.0
216459.0,217489.0,217715.0,218486.0,218972.0,220195.0,221051.0,222215.0,222640.0,222930.0,220904.0,220338.0,218507.0,217583.0,216129.0,216613.0
224892.0,226838.0,228318.0,229975.0,231677.0,233611.0,234419.0,234695.0,233254.0,233810.0,232383.0,231098.0,228805.0,227075.0,225672.0,225142.0
218759.0,219274.0,219506.0,218421.0,221846.0,220177.0,221078.0,220499.0,218862.0,219233.0,219463.0,220412.0,221655.0,220132.0,220559.0,219752.0
203895.0,204570.0,204998.0,205963.0,207190.0,207977.0,209127.0,209877.0,209641.0,210386.0,210649.0,209747.0,208938.0,207844.0,207603.0,206681.0
226501.0,227962.0,228869.0,228377.0,228336.0,228093.0,228350.0,228258.0,228004.0,228207.0,229789.0,231065.0,230364.0,229217.0,227373.0,226843.0
237393.0,240955.0,242807.0,243906.0,242497.0,243831.0,246250.0,246281.0,245404.0,245000.0,247444.0,246453.0,246537.0,243666.0,243725.0,242371.0
217222.0,218836.0,221640.0,222141.0,222965.0,221158.0,221193.0,221967.0,221888.0,221585.0,221068.0,221980.0,221677.0,221191.0,220472.0,218429.0
219047.0,219656.0,219710.0,221697.0,221589.0,222270.0,223485.0,223257.0,221707.0,221945.0,220678.0,221247.0,219008.0,219470.0,218554.0,219720.0
200816.0,202102.0,204644.0,208239.0,211274.0,212340.0,212322.0,211606.0,211537.0,211123.0,211770.0,213646.0,212981.0,209873.0,206945.0,202616.0
221447.0,223709.0,223200.0,226256.0,227620.0,229892.0,231828.0,232355.0,234051.0,233599.0,232578.0,230649.0,229450.0,228372.0,226279.0,223847.0
222322.0,225163.0,226950.0,225961.0,225712.0,227502.0,227651.0,225310.0,228213.0,225719.0,225968.0,225458.0,225689.0,225364.0,225261.0,226509.0
209418.0,211895.0,214965.0,218426.0,219515.0,217542.0,214216.0,212526.0,211463.0,213420.0,216093.0,217803.0,220424.0,219286.0,216536.0,212680.0
215894.0,217704.0,218541.0,222196.0,226872.0,230140.0,235595.0,239084.0,242744.0,242115.0,241849.0,238773.0,233741.0,230950.0,223630.0,220662.0
219988.0,221623.0,224243.0,226249.0,228916.0,229679.0,232383.0,234835.0,235000.0,235420.0,234607.0,232866.0,230500.0,227189.0,224839.0,222109.0
224457.0,225120.0,226581.0,225128.0,226620.0,226470.0,227288.0,225268.0,226619.0,226487.0,225361.0,226068.0,226588.0,224301.0,225414.0,224054.0
226454.0,226767.0,229548.0,231945.0,235727.0,237244.0,237588.0,238459.0,237629.0,235891.0,233682.0,231682.0,232323.0,231564.0,230282.0,228545.0
226912.0,229205.0,228825.0,228812.0,230217.0,231929.0,233525.0,234099.0,233798.0,234746.0,233860.0,231168.0,230377.0,229965.0,229278.0,227612.0
215370.0,216388.0,218105.0,219044.0,220282.0,223466.0,224264.0,224541.0,224039.0,224649.0,223108.0,219625.0,218916.0,219070.0,217099.0,217216.0
223469.0,225090.0,226393.0,229230.0,229119.0,231858.0,232583.0,231282.0,232907.0,234926.0,235209.0,233558.0,234858.0,229059.0,225788.0,225167.0
219776.0,220922.0,220669.0,220760.0,220960.0,220660.0,220910.0,220079.0,220568.0,220854.0,220578.0,220534.0,220359.0,219918.0,220904.0,220799.0
233588.0,235235.0,236038.0,235554.0,234901.0,235812.0,236361.0,237571.0,237342.0,237000.0,236169.0,235141.0,234748.0,235115.0,234266.0,234871.0
215726.0,216969.0,218462.0,220021.0,219358.0,219824.0,220534.0,221746.0,219888.0,221069.0,220507.0,222339.0,219517.0,219560.0,218334.0,218270.0
219831.0,220094.0,221877.0,221714.0,222333.0,221815.0,223041.0,224694.0,223759.0,223071.0,221786.0,221260.0,221578.0,221137.0,220429.0,220589.0
207778.0,208427.0,208541.0,208403.0,209850.0,209652.0,210365.0,210881.0,211616.0,210698.0,211656.0,211741.0,210381.0,211122.0,210769.0,209584.0
231726.0,232360.0,232442.0,233514.0,234354.0,233705.0,233397.0,234081.0,233007.0,234417.0,233275.0,231861.0,232256.0,230756.0,232113.0,233560.0
222036.0,224446.0,227038.0,228945.0,233578.0,235233.0,235296.0,235269.0,233992.0,233326.0,234155.0,231541.0,231046.0,229828.0,225754.0,224351.0
214698.0,215386.0,217122.0,219141.0,218908.0,217647.0,216973.0,216876.0,218898.0,218154.0,218444.0,217177.0,216262.0,219254.0,221131.0,217865.0
215792.0,217016.0,220047.0,222068.0,223667.0,224362.0,224178.0,223612.0,224247.0,226894.0,226640.0,225178.0,223670.0,222576.0,220551.0,217470.0
