2808111.0,2808008.0,2809347.0,2819066.0,2812664.0,2809750.0,2813695.0,2815447.0,2812204.0,2808749.0,2806187.0,2803865.0,2807235.0,2801284.0,2796182.0,2798406.0,2795369.0,2804002.0,2800779.0,2803308.0,2802557.0,2809419.0,2813425.0,2820481.0,2817652.0,2819618.0,2824409.0,2823480.0,2821832.0,2827271.0,2822059.0,2822615.0,2829142.0,2829236.0,2824292.0,2823814.0,2822608.0,2823427.0,2821693.0,2814602.0,2813429.0,2812443.0,2814703.0,2808823.0,2808587.0,2807927.0,2815595.0,2808950.0,2810025.0,2808443.0,2806560.0,2804342.0,2807260.0,2807437.0
2730376.0,2734636.0,2732600.0,2731110.0,2736312.0,2735987.0,2741459.0,2737243.0,2737804.0,2739069.0,2746259.0,2746899.0,2744889.0,2751551.0,2754493.0,2759162.0,2757844.0,2761243.0,2761574.0,2763876.0,2763416.0,2763145.0,2766542.0,2769983.0,2774477.0,2775786.0,2770473.0,2769989.0,2772726.0,2773363.0,2765805.0,2762823.0,2766402.0,2764863.0,2762308.0,2757860.0,2762005.0,2764156.0,2759710.0,2753745.0,2752236.0,2754423.0,2749361.0,2746950.0,2742924.0,2742297.0,2739209.0,2733944.0,2732966.0,2732641.0,2738187.0,2735637.0,2732002.0,2728056.0
2789001.0,2785860.0,2784821.0,2790316.0,2790550.0,2789581.0,2784449.0,2784015.0,2783012.0,2786362.0,2791292.0,2794068.0,2786722.0,2784345.0,2783647.0,2787131.0,2788101.0,2788572.0,2791034.0,2788573.0,2794630.0,2802943.0,2806431.0,2810488.0,2809650.0,2805587.0,2807294.0,2809705.0,2812307.0,2808261.0,2807866.0,2806673.0,2812543.0,2807372.0,2812480.0,2807660.0,2805209.0,2812030.0,2805996.0,2810254.0,2801462.0,2800945.0,2798839.0,2794349.0,2795693.0,2799102.0,2796447.0,2799364.0,2800331.0,2798355.0,2796094.0,2796378.0,2788487.0,2789895.0
2690207.0,2695591.0,2704883.0,2700834.0,2706358.0,2709200.0,2707283.0,2700135.0,2707508.0,2703409.0,2708606.0,2716630.0,2716062.0,2713921.0,2719103.0,2724481.0,2725272.0,2723565.0,2725838.0,2722543.0,2720594.0,2729066.0,2728733.0,2727282.0,2726988.0,2728992.0,2728562.0,2724085.0,2720846.0,2722424.0,2719853.0,2717238.0,2713932.0,2709368.0,2713239.0,2715180.0,2713759.0,2702544.0,2702319.0,2699818.0,2699710.0,2703346.0,2699994.0,2696526.0,2693000.0,2696322.0,2698395.0,2694258.0,2690548.0,2690848.0,2687918.0,2688723.0,2691324.0,2692973.0
2750445.0,2756614.0,2756797.0,2759750.0,2763124.0,2767177.0,2770436.0,2770785.0,2773479.0,2779297.0,2780480.0,2783036.0,2787685.0,2790016.0,2788740.0,2790108.0,2797530.0,2800899.0,2791699.0,2792008.0,2797153.0,2795725.0,2793788.0,2798571.0,2796544.0,2799715.0,2796531.0,2801787.0,2795828.0,2789645.0,2789260.0,2788008.0,2783182.0,2782708.0,2784588.0,2784750.0,2775168.0,2772910.0,2768836.0,2767789.0,2763774.0,2763918.0,2765562.0,2762400.0,2761704.0,2760519.0,2758062.0,2755911.0,2755497.0,2760767.0,2755442.0,2752935.0,2753502.0,2753368.0
2738607.0,2738825.0,2734865.0,2735334.0,2739387.0,2734685.0,2730041.0,2734941.0,2742786.0,2739519.0,2734348.0,2726729.0,2736006.0,2742881.0,2743578.0,2739086.0,2736725.0,2735943.0,2738529.0,2733615.0,2734968.0,2737831.0,2737374.0,2740053.0,2742693.0,2740059.0,2739801.0,2740315.0,2735480.0,2736400.0,2739092.0,2738517.0,2737054.0,2735678.0,2734434.0,2740245.0,2743730.0,2738911.0,2733682.0,2740393.0,2744088.0,2737600.0,2734838.0,2739014.0,2736839.0,2738222.0,2738749.0,2736344.0,2739301.0,2735896.0,2733188.0,2737189.0,2731264.0,2734092.0
2688073.0,2689926.0,2687982.0,2682881.0,2686055.0,2684951.0,2684218.0,2684818.0,2686826.0,2689457.0,2690727.0,2691089.0,2689414.0,2690159.0,2687947.0,2690872.0,2687938.0,2690297.0,2690077.0,2690146.0,2688791.0,2684325.0,2686820.0,2689544.0,2690874.0,2687448.0,2686668.0,2683013.0,2680958.0,2686523.0,2691308.0,2687478.0,2683899.0,2687129.0,2687180.0,2690766.0,2694456.0,2696836.0,2697207.0,2696609.0,2700182.0,2697610.0,2688948.0,2692762.0,2696818.0,2694066.0,2691416.0,2689471.0,2692327.0,2689098.0,2693304.0,2688767.0,2686251.0,2687525.0
2679665.0,2681267.0,2677494.0,2681066.0,2679335.0,2677621.0,2675657.0,2681272.0,2680220.0,2678092.0,2680323.0,2683246.0,2690394.0,2690497.0,2688653.0,2688674.0,2694477.0,2698928.0,2700738.0,2703554.0,2701791.0,2702249.0,2700775.0,2703116.0,2705167.0,2706904.0,2702602.0,2701618.0,2693621.0,2697380.0,2698515.0,2698836.0,2694473.0,2689268.0,2690908.0,2692690.0,2693106.0,2687741.0,2690842.0,2687229.0,2689334.0,2683525.0,2683151.0,2684357.0,2685694.0,2685350.0,2681827.0,2682688.0,2682489.0,2682421.0,2682210.0,2684950.0,2683451.0,2683045.0
2771802.0,2779339.0,2780123.0,2778151.0,2783326.0,2784126.0,2785794.0,2788328.0,2788544.0,2785761.0,2788787.0,2791341.0,2788322.0,2785611.0,2780560.0,2785421.0,2787304.0,2782555.0,2778714.0,2787453.0,2789892.0,2789276.0,2787250.0,2784570.0,2775603.0,2780359.0,2775980.0,2778876.0,2782871.0,2779963.0,2777427.0,2776476.0,2781946.0,2786959.0,2798957.0,2793460.0,2794951.0,2794224.0,2794989.0,2792449.0,2793792.0,2792171.0,2783952.0,2784868.0,2788338.0,2791177.0,2788019.0,2787627.0,2785425.0,2784816.0,2777245.0,2776229.0,2776307.0,2775050.0
2717700.0,2716246.0,2719582.0,2727193.0,2728055.0,2724933.0,2724128.0,2727789.0,2730109.0,2727094.0,2731893.0,2735964.0,2735233.0,2726895.0,2734811.0,2735116.0,2725920.0,2728062.0,2727801.0,2731800.0,2733045.0,2726209.0,2722537.0,2725997.0,2718766.0,2722541.0,2723820.0,2727299.0,2716966.0,2725029.0,2725007.0,2731326.0,2723735.0,2725982.0,2724924.0,2727330.0,2724775.0,2734172.0,2725124.0,2726839.0,2721474.0,2730686.0,2722557.0,2721324.0,2715225.0,2720528.0,2719818.0,2715271.0,2714061.0,2724214.0,2719555.0,2711853.0,2717791.0,2718280.0
