index,bin_size,m,n,a,b,corr
228,1,0.10659949714518493,24.0,11465.516255978178,-11452.612573775965,9.380907291129466
228,2,0.10631622954113742,24.0,11533.73511463912,-11518.638068462806,9.405901660696736
228,4,0.10575110579971528,24.0,11689.083220228375,-11675.983099757268,9.456165894793815
228,8,0.10709054781863156,24.0,11340.96248152968,-11333.830032582915,9.337892282459876
228,16,0.10667201225755404,24.0,11460.058907270733,-11451.92338904963,9.37453019622009
228,32,0.10683189419665352,24.0,11397.824516518576,-11387.186958459723,9.360500508951237
