index,bin_size,m,n,a,b,corr
302,1,0.185012204811957,24.0,2087.8601639024487,-2090.2334055410483,5.405048823759393
302,2,0.18444589184613336,24.0,2106.637911582024,-2108.2790532447643,5.421644201401949
302,4,0.18561590439313946,24.0,2069.8263482074144,-2072.491666782589,5.387469372678179
302,8,0.18418488357952018,24.0,2117.839779557158,-2120.402523667222,5.429327209516947
302,16,0.18653957159123238,24.0,2037.1959039328617,-2041.0710056372284,5.360792841270798
302,32,0.18644407153521259,24.0,2042.2247133068668,-2046.1736967730176,5.363538737197851
