index,bin_size,m,n,a,b,corr
55,1,-0.000027766455550232402,16.0,349779393419.13184,-349779393351.39166,-36014.67959030263
55,2,-0.000028296099538527036,16.0,337319780922.0595,-337319780849.39954,-35340.55987605051
55,4,0.000054351725484849653,16.0,91589143674.61961,-91589143604.1658,18398.679914564007
55,8,0.00005126002021565749,16.0,102690279287.47096,-102690279219.0284,19508.380913485238
55,16,7.449960348694036e-6,16.0,4865234081008.683,-4865234080941.053,134228.90232903024
55,32,-1.7410650254775303e-6,16.0,88959062420366.6,-88959062420298.17,-574361.0866720645
