index,bin_size,m,n,a,b,corr
108,1,0.03815780302533474,16.0,167128.84390335763,-167135.87537741807,26.206959539469647
108,2,0.037709059513161045,16.0,171166.47993544495,-171174.07597125086,26.518826322119875
108,4,0.044111280359719805,16.0,124971.51238440383,-124980.7584679093,22.66993820730603
108,8,0.035484434399492074,16.0,193475.92506792047,-193484.2261114279,28.1813707030459
108,16,0.033243915820761714,16.0,220819.76997020547,-220828.22318885304,30.080692220242998
108,32,0.03752934903844297,16.0,173007.82784966243,-173015.7933087452,26.645812560608388
