608077.0,609552.0,609811.0,614446.0,615332.0,615593.0,615899.0,616075.0,618999.0,618924.0,619256.0,620117.0,619178.0,619806.0,618495.0,616278.0,613103.0,611255.0,611242.0,609320.0,609292.0,607706.0,606795.0,607301.0
570186.0,570271.0,570297.0,573147.0,576950.0,580462.0,583369.0,586010.0,585597.0,587793.0,584353.0,583074.0,583978.0,582264.0,584196.0,584480.0,583763.0,586125.0,587004.0,583188.0,581534.0,578285.0,576888.0,574548.0
602559.0,607541.0,609622.0,612023.0,611524.0,609968.0,607017.0,606174.0,606848.0,608808.0,611106.0,614568.0,614153.0,609243.0,606757.0,604969.0,607264.0,606274.0,607767.0,608495.0,610654.0,608663.0,605203.0,602916.0
587912.0,592827.0,593841.0,598777.0,600780.0,599781.0,599052.0,600549.0,604263.0,602257.0,602143.0,602774.0,602718.0,604412.0,604964.0,606863.0,602861.0,600154.0,605129.0,602569.0,598096.0,596249.0,597427.0,592790.0
611772.0,611434.0,614525.0,619222.0,624251.0,628020.0,632478.0,633149.0,635007.0,631730.0,629836.0,627330.0,624625.0,623016.0,624677.0,627181.0,628485.0,631049.0,628271.0,625655.0,624561.0,621530.0,618443.0,615337.0
563177.0,565752.0,570189.0,568931.0,570506.0,570257.0,567270.0,565847.0,567899.0,572518.0,574176.0,577585.0,577634.0,573998.0,575382.0,571712.0,571579.0,571029.0,573487.0,574530.0,571323.0,570138.0,566274.0,566163.0
587987.0,587536.0,588225.0,590573.0,590064.0,589899.0,588954.0,589155.0,588920.0,591363.0,591954.0,590448.0,590631.0,587825.0,590128.0,590918.0,592969.0,592649.0,592899.0,589441.0,590991.0,590511.0,590098.0,589196.0
579322.0,580934.0,582752.0,583652.0,585999.0,586772.0,588175.0,589442.0,588682.0,588171.0,588947.0,588909.0,587602.0,586119.0,586092.0,585592.0,585060.0,585613.0,584858.0,581450.0,581535.0,582169.0,579900.0,579029.0
650044.0,656598.0,656930.0,658565.0,661310.0,660752.0,663182.0,664962.0,667482.0,668858.0,670543.0,671490.0,668152.0,667580.0,663478.0,660649.0,661605.0,661617.0,663691.0,663095.0,660855.0,657197.0,653656.0,651705.0
644634.0,646358.0,649824.0,648795.0,651242.0,650075.0,649901.0,648464.0,649369.0,649649.0,646437.0,645475.0,649937.0,651944.0,648403.0,650600.0,649754.0,648273.0,649753.0,649779.0,649362.0,647669.0,650316.0,647855.0
