index,bin_size,m,n,a,b,corr
406,1,0.2335795604514399,36.0,236.31178803962882,-203.84791751917703,4.2811965142296575
406,2,0.23374097953461498,36.0,235.70398947908373,-209.35420706283836,4.278239964558328
406,4,0.23422339274074608,36.0,233.3441522810043,-204.13040496481375,4.269428379029869
406,8,0.2341946058839498,36.0,233.43817857751569,-202.70691755476855,4.269953170892112
406,16,0.2338724699197278,36.0,234.8887138445024,-202.64557761891734,4.275834604830704
406,32,0.23388613605111833,36.0,234.5161631065182,-202.5713268594445,4.275584764808117
