index,bin_size,m,n,a,b,corr
114,1,0.13662195177300684,16.0,9517.835585163019,-9539.941973569556,7.319467969989692
114,2,0.13928145809608242,16.0,9101.421510242426,-9124.437691310817,7.179706571639683
114,4,0.13560318021646867,16.0,9688.92966502651,-9715.061888306258,7.374458315827556
114,8,0.1376921441884017,16.0,9335.35210174844,-9358.999280764521,7.26257845641301
114,16,0.1356520575164224,16.0,9664.751666592414,-9689.724730632177,7.371801197183738
114,32,0.13962190259929913,16.0,9060.787512270766,-9084.741392597,7.162200065915874
