index,bin_size,m,n,a,b,corr
100,1,0.1882062869289576,16.0,4303.860037418905,-4326.025030415035,5.3133187860906625
100,2,0.1867562127762663,16.0,4385.440704639851,-4406.482475469291,5.354574207381249
100,4,0.19146002040921753,16.0,4121.386659251604,-4143.356155563018,5.223022528999254
100,8,0.18710564199537932,16.0,4365.1425102256135,-4387.039262724116,5.344574270105097
100,16,0.18852152734151287,16.0,4283.802303017239,-4306.0653445228145,5.304434003382901
100,32,0.19059718651587448,16.0,4171.545852902585,-4193.752036813195,5.246667163771129
