index,bin_size,m,n,a,b,corr
361,1,0.05014006079350119,36.0,36864.37547505576,-36741.463790901864,19.94413218042235
361,2,0.05133623732621607,36.0,34994.46543239642,-34886.947701510246,19.47941750474428
361,4,0.05027187140247956,36.0,36673.459216833406,-36555.39745924833,19.891839553653
361,8,0.0525385619537448,36.0,33267.25616436512,-33147.68681722707,19.033638584938902
361,16,0.05053203749825536,36.0,36268.770325456535,-36156.44477857754,19.7894256694978
361,32,0.0507789574320377,36.0,35923.832373278805,-35803.269846729054,19.693196760457223
