index,bin_size,m,n,a,b,corr
177,1,0.11876017604573658,24.0,8822.942357212169,-8871.647035757407,8.420331068007872
177,2,0.11892321103071374,24.0,8780.397020159537,-8830.459985281028,8.408787412759438
177,4,0.11729428188507685,24.0,9112.180754707051,-9166.704012128104,8.52556479249163
177,8,0.11901362747524862,24.0,8767.4613111176,-8819.131235971648,8.402399130368252
177,16,0.11847424499828249,24.0,8872.883102219264,-8922.252536383956,8.440653072019973
177,32,0.11600214427547632,24.0,9344.86116109286,-9396.234503337417,8.620530303519631
