temp,burnin,iterations,observable
1.0,100000,100000000,0.3308465
1.2589,100000,100000000,0.07774772529293361
1.5848,100000,100000000,0.012493580623971007
1.9952,100000,100000000,0.0012488355839999877
2.5118,100000,100000000,0.00006535703600000059
3.1622,100000,100000000,0.0
3.981,100000,100000000,0.0
5.0118,100000,100000000,0.0
6.3095,100000,100000000,0.0
7.9432,100000,100000000,0.0
10.0,100000,100000000,0.0
12.589,100000,100000000,0.0
15.848,100000,100000000,0.0
19.952,100000,100000000,0.0
25.118,100000,100000000,0.0
31.622,100000,100000000,0.0
39.81,100000,100000000,0.0
50.118,100000,100000000,0.0
63.095,100000,100000000,0.0
79.432,100000,100000000,0.0
100.0,100000,100000000,0.0
