temp,sim_burnin,sim_iterations,sim_observable,sim_variance
0.1,100000,1000000,3.50544539999903,3.5044244120382597
0.1,100000,1000000,3.5049819999989826,3.526878546563392
0.1,100000,10000000,3.502027759989254,3.504927814539524
