222410.0,222962.0,223364.0,226410.0,226917.0,224670.0,224089.0,226483.0,225562.0,224465.0,225402.0,226185.0,225925.0,224391.0,223323.0,224618.0
220790.0,222601.0,226836.0,230970.0,231741.0,234358.0,235481.0,235196.0,236328.0,233462.0,232858.0,231393.0,230277.0,229907.0,225773.0,222381.0
230486.0,232339.0,232632.0,231678.0,232245.0,232378.0,232728.0,233291.0,234674.0,232478.0,232659.0,231628.0,232854.0,233061.0,231943.0,232376.0
218561.0,219686.0,220770.0,222370.0,223715.0,222156.0,221207.0,222029.0,221858.0,220847.0,220721.0,221777.0,222101.0,219426.0,219065.0,219393.0
205315.0,206012.0,207183.0,208216.0,210257.0,208726.0,208412.0,210097.0,209543.0,209582.0,209115.0,208131.0,207264.0,207797.0,207215.0,205923.0
226210.0,225916.0,227488.0,230676.0,231379.0,232741.0,233115.0,234479.0,234244.0,233807.0,233640.0,233883.0,232176.0,231266.0,230022.0,229582.0
225205.0,225968.0,229196.0,229908.0,228927.0,229434.0,230549.0,229984.0,230889.0,229609.0,229522.0,229759.0,228971.0,230009.0,229285.0,227681.0
223735.0,224477.0,225578.0,224320.0,225983.0,226391.0,225299.0,225883.0,225519.0,225815.0,226911.0,226431.0,226326.0,225830.0,224385.0,224181.0
199941.0,202272.0,203015.0,202810.0,202172.0,201750.0,201391.0,201597.0,201802.0,201875.0,201109.0,201860.0,201483.0,202237.0,200767.0,200819.0
216338.0,217872.0,219322.0,221462.0,223619.0,222860.0,221309.0,220907.0,219676.0,220557.0,221482.0,222161.0,222261.0,220541.0,218741.0,217142.0
231964.0,234774.0,236431.0,236571.0,238048.0,238943.0,240420.0,242694.0,240512.0,241448.0,241429.0,238236.0,239295.0,237420.0,236135.0,235472.0
224454.0,226049.0,227173.0,229002.0,230881.0,231178.0,230173.0,229120.0,228552.0,229528.0,229494.0,229592.0,229004.0,227965.0,227547.0,226584.0
