index,bin_size,m,n,a,b,corr
2071,1,0.16082701071715674,16.0,6262.403015075313,-6216.317662082311,6.217861014395648
2071,2,0.162069879791069,16.0,6149.65313582089,-6100.93436220133,6.170177958354393
2071,4,0.1627960321088508,16.0,6082.051736168281,-6035.396731663874,6.14265585620273
2071,8,0.16073618997670186,16.0,6270.342158091742,-6223.104336036342,6.221374291284038
2071,16,0.16175343424416,16.0,6171.653548633693,-6123.397768795876,6.182248956090429
2071,32,0.1613783478893684,16.0,6211.375151473487,-6164.410591335606,6.1966181527991715
