7308111.0,7311083.5,7312966.5,7317889.5,7320006.5,7328129.0,7331333.5,7340403.0,7343545.5,7359339.0,7372471.5,7377992.0,7390877.5,7400133.0,7410858.0,7425858.5,7442412.5,7451663.0,7461745.0,7473335.0,7482611.5,7493422.0,7504582.0,7512107.0,7523650.5,7534710.0,7545747.0,7560207.0,7579384.0,7582963.0,7591838.0,7598391.0,7610481.0,7618553.5,7626005.0,7626322.5,7636218.0,7640598.5,7639362.5,7634045.0,7631774.5,7631774.5,7634045.0,7639362.5,7640598.5,7636218.0,7626322.5,7626005.0,7618553.5,7610481.0,7598391.0,7591838.0,7582963.0,7579384.0,7560207.0,7545747.0,7534710.0,7523650.5,7512107.0,7504582.0,7493422.0,7482611.5,7473335.0,7461745.0,7451663.0,7442412.5,7425858.5,7410858.0,7400133.0,7390877.5,7377992.0,7372471.5,7359339.0,7343545.5,7340403.0,7331333.5,7328129.0,7320006.5,7317889.5,7312966.5,7311083.5
7172803.0,7175671.0,7172609.5,7173239.0,7173526.0,7185031.5,7188007.0,7199133.0,7202798.0,7211917.5,7219736.5,7232831.0,7240291.0,7242515.0,7251962.0,7260294.5,7272766.5,7285437.5,7295109.5,7302354.5,7307054.5,7318063.5,7331085.0,7345516.0,7351355.5,7357377.0,7360871.0,7363284.0,7364697.0,7379345.5,7380379.5,7390187.0,7398655.5,7402731.5,7400690.5,7401887.5,7404676.0,7407738.5,7405050.0,7413114.0,7417811.5,7417811.5,7413114.0,7405050.0,7407738.5,7404676.0,7401887.5,7400690.5,7402731.5,7398655.5,7390187.0,7380379.5,7379345.5,7364697.0,7363284.0,7360871.0,7357377.0,7351355.5,7345516.0,7331085.0,7318063.5,7307054.5,7302354.5,7295109.5,7285437.5,7272766.5,7260294.5,7251962.0,7242515.0,7240291.0,7232831.0,7219736.5,7211917.5,7202798.0,7199133.0,7188007.0,7185031.5,7173526.0,7173239.0,7172609.5,7175671.0
7148221.0,7150444.0,7156094.5,7162528.5,7167775.5,7175039.5,7175941.5,7192227.0,7196359.5,7199509.0,7199312.0,7204058.5,7205913.5,7210512.5,7211371.5,7217224.5,7228530.0,7231651.5,7243965.5,7253866.0,7263880.5,7264513.5,7273513.0,7280702.5,7286071.0,7278082.5,7280271.0,7269090.5,7271279.5,7270508.5,7272236.0,7264062.5,7264255.5,7265578.0,7258128.5,7263187.0,7267829.0,7262432.5,7270092.0,7273356.0,7274831.5,7274831.5,7273356.0,7270092.0,7262432.5,7267829.0,7263187.0,7258128.5,7265578.0,7264255.5,7264062.5,7272236.0,7270508.5,7271279.5,7269090.5,7280271.0,7278082.5,7286071.0,7280702.5,7273513.0,7264513.5,7263880.5,7253866.0,7243965.5,7231651.5,7228530.0,7217224.5,7211371.5,7210512.5,7205913.5,7204058.5,7199312.0,7199509.0,7196359.5,7192227.0,7175941.5,7175039.5,7167775.5,7162528.5,7156094.5,7150444.0
7063422.0,7064980.0,7066121.0,7073295.5,7075615.5,7076503.0,7072719.0,7075040.5,7074800.0,7080597.5,7077614.0,7077472.5,7072955.0,7072494.5,7076626.0,7079301.0,7075277.0,7071612.0,7072433.5,7079839.5,7083868.5,7080095.0,7088612.5,7088041.0,7086298.5,7078390.5,7080997.5,7080886.0,7085251.0,7082760.0,7079827.5,7069089.5,7074836.5,7074228.0,7070076.5,7064067.5,7068164.0,7068229.5,7068039.0,7068760.5,7070448.0,7070448.0,7068760.5,7068039.0,7068229.5,7068164.0,7064067.5,7070076.5,7074228.0,7074836.5,7069089.5,7079827.5,7082760.0,7085251.0,7080886.0,7080997.5,7078390.5,7086298.5,7088041.0,7088612.5,7080095.0,7083868.5,7079839.5,7072433.5,7071612.0,7075277.0,7079301.0,7076626.0,7072494.5,7072955.0,7077472.5,7077614.0,7080597.5,7074800.0,7075040.5,7072719.0,7076503.0,7075615.5,7073295.5,7066121.0,7064980.0
7043371.0,7055910.5,7045090.0,7039095.5,7041676.5,7045898.0,7048092.5,7055996.0,7052033.5,7050842.5,7055187.5,7053097.0,7053510.0,7062235.5,7058737.0,7063399.5,7061242.5,7049876.0,7049377.5,7062328.5,7059217.0,7060514.5,7068784.5,7069420.0,7079065.0,7081284.0,7072978.5,7077739.0,7077796.5,7080084.5,7087452.5,7088788.5,7086416.0,7089969.0,7093187.5,7090082.5,7096108.5,7094968.5,7089758.5,7089247.0,7082618.0,7082618.0,7089247.0,7089758.5,7094968.5,7096108.5,7090082.5,7093187.5,7089969.0,7086416.0,7088788.5,7087452.5,7080084.5,7077796.5,7077739.0,7072978.5,7081284.0,7079065.0,7069420.0,7068784.5,7060514.5,7059217.0,7062328.5,7049377.5,7049876.0,7061242.5,7063399.5,7058737.0,7062235.5,7053510.0,7053097.0,7055187.5,7050842.5,7052033.5,7055996.0,7048092.5,7045898.0,7041676.5,7039095.5,7045090.0,7055910.5
6985097.0,6988956.5,6987706.0,6981512.0,6984545.0,6983304.5,6987677.5,6994788.0,6989086.0,6987459.0,6982214.0,6982464.5,6985123.0,6984443.0,6986763.5,6985837.5,6990241.0,6991997.0,6989266.5,6992757.5,6990462.0,6987728.0,6992749.0,6993446.0,6994969.5,6990435.5,6992806.0,6989962.0,6986607.5,6990574.0,6992962.5,6993171.0,6992657.5,6991562.5,6992976.5,6990223.0,6989633.0,6994566.0,6984517.0,6986334.0,6982274.0,6982274.0,6986334.0,6984517.0,6994566.0,6989633.0,6990223.0,6992976.5,6991562.5,6992657.5,6993171.0,6992962.5,6990574.0,6986607.5,6989962.0,6992806.0,6990435.5,6994969.5,6993446.0,6992749.0,6987728.0,6990462.0,6992757.5,6989266.5,6991997.0,6990241.0,6985837.5,6986763.5,6984443.0,6985123.0,6982464.5,6982214.0,6987459.0,6989086.0,6994788.0,6987677.5,6983304.5,6984545.0,6981512.0,6987706.0,6988956.5
7132754.0,7123888.5,7129479.5,7119908.0,7126439.0,7128942.5,7131790.5,7130080.5,7130441.0,7132744.0,7133762.5,7128979.5,7122647.5,7123927.5,7128996.0,7125809.5,7125681.5,7114650.5,7118362.0,7115158.0,7119776.0,7120819.5,7126258.0,7119121.0,7121074.0,7128994.5,7129894.5,7120435.5,7124132.0,7129059.5,7132537.5,7122643.0,7117969.0,7116060.5,7122894.5,7126706.5,7134548.0,7134836.0,7133572.5,7131652.5,7128998.5,7128998.5,7131652.5,7133572.5,7134836.0,7134548.0,7126706.5,7122894.5,7116060.5,7117969.0,7122643.0,7132537.5,7129059.5,7124132.0,7120435.5,7129894.5,7128994.5,7121074.0,7119121.0,7126258.0,7120819.5,7119776.0,7115158.0,7118362.0,7114650.5,7125681.5,7125809.5,7128996.0,7123927.5,7122647.5,7128979.5,7133762.5,7132744.0,7130441.0,7130080.5,7131790.5,7128942.5,7126439.0,7119908.0,7129479.5,7123888.5
7037293.0,7038911.5,7032911.5,7033296.5,7036321.0,7035801.0,7032323.5,7044555.5,7042485.5,7052886.5,7054637.5,7058097.0,7058074.5,7065126.0,7063403.5,7071527.5,7071186.5,7073588.5,7079453.5,7077200.5,7077767.5,7084571.0,7085285.5,7081906.0,7081396.5,7079773.5,7077885.5,7075585.5,7075167.0,7075329.0,7071499.5,7062615.5,7061336.5,7056260.5,7056165.0,7053866.0,7049648.0,7045923.5,7046135.5,7046767.0,7049263.0,7049263.0,7046767.0,7046135.5,7045923.5,7049648.0,7053866.0,7056165.0,7056260.5,7061336.5,7062615.5,7071499.5,7075329.0,7075167.0,7075585.5,7077885.5,7079773.5,7081396.5,7081906.0,7085285.5,7084571.0,7077767.5,7077200.5,7079453.5,7073588.5,7071186.5,7071527.5,7063403.5,7065126.0,7058074.5,7058097.0,7054637.5,7052886.5,7042485.5,7044555.5,7032323.5,7035801.0,7036321.0,7033296.5,7032911.5,7038911.5
7208075.0,7210600.5,7212218.0,7207821.5,7200441.5,7201332.5,7201875.0,7199290.0,7197702.0,7195353.5,7200620.5,7205756.5,7209224.5,7202418.0,7206929.0,7202927.0,7205241.5,7200381.5,7199097.5,7194215.0,7189101.0,7189689.0,7191875.5,7196491.0,7189964.5,7191522.0,7191761.5,7195419.5,7196644.5,7198655.5,7192181.0,7191659.0,7187087.5,7191549.5,7200337.5,7198150.0,7194304.0,7194421.5,7204428.0,7202641.0,7205078.5,7205078.5,7202641.0,7204428.0,7194421.5,7194304.0,7198150.0,7200337.5,7191549.5,7187087.5,7191659.0,7192181.0,7198655.5,7196644.5,7195419.5,7191761.5,7191522.0,7189964.5,7196491.0,7191875.5,7189689.0,7189101.0,7194215.0,7199097.5,7200381.5,7205241.5,7202927.0,7206929.0,7202418.0,7209224.5,7205756.5,7200620.5,7195353.5,7197702.0,7199290.0,7201875.0,7201332.5,7200441.5,7207821.5,7212218.0,7210600.5
7032042.0,7029349.5,7028980.5,7027679.5,7035301.5,7041537.5,7036474.0,7031998.5,7026273.5,7026427.5,7027612.0,7024944.5,7031717.0,7031322.5,7034661.0,7032986.5,7036810.5,7040838.0,7046439.5,7047251.5,7058113.0,7055286.5,7055428.5,7056490.5,7050535.0,7056054.5,7061308.0,7071272.5,7077481.5,7074426.5,7081873.0,7082061.0,7081760.5,7082465.0,7081094.5,7089373.5,7090863.0,7091052.5,7091301.0,7083385.0,7080031.5,7080031.5,7083385.0,7091301.0,7091052.5,7090863.0,7089373.5,7081094.5,7082465.0,7081760.5,7082061.0,7081873.0,7074426.5,7077481.5,7071272.5,7061308.0,7056054.5,7050535.0,7056490.5,7055428.5,7055286.5,7058113.0,7047251.5,7046439.5,7040838.0,7036810.5,7032986.5,7034661.0,7031322.5,7031717.0,7024944.5,7027612.0,7026427.5,7026273.5,7031998.5,7036474.0,7041537.5,7035301.5,7027679.5,7028980.5,7029349.5
