index,bin_size,m,n,a,b,corr
1228,1,-0.00003376627112290895,16.0,235091242540.23563,-235091242410.16797,-29615.351850964184
1228,2,-0.000016326416139049122,16.0,1006109824131.9121,-1006109824003.1343,-61250.429456359656
1228,4,4.977887700685752e-7,16.0,1081613156701470.2,-1081613156701342.4,2008884.209786895
1228,8,2.020227665848949e-6,16.0,65716427952126.45,-65716427951996.805,494993.7162551309
1228,16,-4.166792151166662e-6,16.0,15456899404724.836,-15456899404593.61,-239992.7723104714
1228,32,-5.570580895858177e-8,16.0,8.619901055660085e16,-8.619901055660072e16,-17951449.20601579
