1351131.0,1353781.5,1357702.0,1364393.5,1367508.0,1370238.0,1369155.5,1366768.0,1366811.5,1367135.5,1366450.5,1364783.0,1363375.5,1360900.5,1363665.5,1363988.5,1368740.0,1372296.5,1375936.0,1372296.5,1368740.0,1363988.5,1363665.5,1360900.5,1363375.5,1364783.0,1366450.5,1367135.5,1366811.5,1366768.0,1369155.5,1370238.0,1367508.0,1364393.5,1357702.0,1353781.5
1409598.0,1408473.0,1407259.5,1408377.5,1407167.0,1410139.0,1412649.5,1410973.0,1412186.5,1414150.5,1415008.5,1417306.5,1416062.0,1415479.0,1414811.5,1411130.0,1413701.5,1418089.5,1415970.0,1418089.5,1413701.5,1411130.0,1414811.5,1415479.0,1416062.0,1417306.5,1415008.5,1414150.5,1412186.5,1410973.0,1412649.5,1410139.0,1407167.0,1408377.5,1407259.5,1408473.0
1355941.0,1360483.0,1363463.5,1364524.5,1369307.5,1375662.5,1380541.0,1383915.5,1388507.5,1396223.0,1397589.0,1399522.5,1402658.0,1406336.0,1406659.0,1409685.5,1408772.5,1409634.5,1407441.0,1409634.5,1408772.5,1409685.5,1406659.0,1406336.0,1402658.0,1399522.5,1397589.0,1396223.0,1388507.5,1383915.5,1380541.0,1375662.5,1369307.5,1364524.5,1363463.5,1360483.0
1310063.0,1312857.5,1313745.0,1317664.0,1317758.5,1313714.0,1314809.0,1317853.5,1320222.5,1320568.0,1321141.5,1316857.0,1317859.0,1317697.5,1320542.5,1323272.5,1321527.0,1318843.5,1316824.0,1318843.5,1321527.0,1323272.5,1320542.5,1317697.5,1317859.0,1316857.0,1321141.5,1320568.0,1320222.5,1317853.5,1314809.0,1313714.0,1317758.5,1317664.0,1313745.0,1312857.5
1375355.0,1377623.0,1377725.5,1379553.5,1380549.0,1381506.0,1381371.0,1381833.0,1383213.0,1388404.0,1388654.0,1387675.0,1386950.0,1387061.0,1386281.5,1389801.0,1390182.5,1389468.5,1386742.0,1389468.5,1390182.5,1389801.0,1386281.5,1387061.0,1386950.0,1387675.0,1388654.0,1388404.0,1383213.0,1381833.0,1381371.0,1381506.0,1380549.0,1379553.5,1377725.5,1377623.0
1369039.0,1373332.0,1379441.0,1378936.5,1378517.5,1380610.5,1383240.5,1385258.5,1385289.0,1386267.0,1390257.0,1391397.5,1393030.5,1392604.0,1389609.0,1394864.5,1397941.5,1397302.5,1394699.0,1397302.5,1397941.5,1394864.5,1389609.0,1392604.0,1393030.5,1391397.5,1390257.0,1386267.0,1385289.0,1385258.5,1383240.5,1380610.5,1378517.5,1378936.5,1379441.0,1373332.0
1297252.0,1298555.5,1303059.5,1310306.5,1314036.5,1319693.0,1325075.0,1330867.5,1331698.0,1334452.5,1337477.5,1336140.0,1334503.5,1332814.0,1331609.5,1328938.0,1322990.0,1322149.0,1321217.0,1322149.0,1322990.0,1328938.0,1331609.5,1332814.0,1334503.5,1336140.0,1337477.5,1334452.5,1331698.0,1330867.5,1325075.0,1319693.0,1314036.5,1310306.5,1303059.5,1298555.5
1341016.0,1346061.0,1346793.0,1346106.0,1350958.5,1351389.0,1355748.0,1356650.0,1358313.5,1358856.0,1359011.0,1360895.5,1360669.5,1364043.0,1361915.5,1360500.0,1361825.5,1362007.0,1363722.0,1362007.0,1361825.5,1360500.0,1361915.5,1364043.0,1360669.5,1360895.5,1359011.0,1358856.0,1358313.5,1356650.0,1355748.0,1351389.0,1350958.5,1346106.0,1346793.0,1346061.0
1275915.0,1278049.0,1283520.5,1284843.5,1287495.0,1289687.0,1289917.0,1287385.0,1285024.0,1284288.5,1280291.5,1280841.0,1279891.0,1280999.5,1285610.0,1287421.5,1286827.5,1291175.5,1287279.0,1291175.5,1286827.5,1287421.5,1285610.0,1280999.5,1279891.0,1280841.0,1280291.5,1284288.5,1285024.0,1287385.0,1289917.0,1289687.0,1287495.0,1284843.5,1283520.5,1278049.0
1398103.0,1399824.5,1400755.5,1406636.5,1409947.5,1411026.0,1411785.0,1411920.5,1411357.5,1407800.0,1409814.0,1410972.0,1413748.5,1412557.0,1414504.5,1414402.0,1415074.5,1414143.0,1412226.0,1414143.0,1415074.5,1414402.0,1414504.5,1412557.0,1413748.5,1410972.0,1409814.0,1407800.0,1411357.5,1411920.5,1411785.0,1411026.0,1409947.5,1406636.5,1400755.5,1399824.5
1273461.0,1274930.5,1276585.5,1274998.5,1279607.0,1278252.5,1280265.0,1277997.0,1279820.0,1279036.5,1279276.0,1276675.5,1278984.5,1277441.0,1278369.5,1278356.5,1277869.0,1277239.0,1279070.0,1277239.0,1277869.0,1278356.5,1278369.5,1277441.0,1278984.5,1276675.5,1279276.0,1279036.5,1279820.0,1277997.0,1280265.0,1278252.5,1279607.0,1274998.5,1276585.5,1274930.5
1340730.0,1341219.0,1341487.0,1345773.5,1346231.0,1350282.5,1350816.0,1349589.5,1349485.5,1348666.0,1349268.5,1349839.0,1352314.0,1353030.5,1352847.5,1353276.0,1351796.0,1349266.0,1352639.0,1349266.0,1351796.0,1353276.0,1352847.5,1353030.5,1352314.0,1349839.0,1349268.5,1348666.0,1349485.5,1349589.5,1350816.0,1350282.5,1346231.0,1345773.5,1341487.0,1341219.0
