1,232825.82779003907,234673.9649091797,236226.52259326173,237532.52944433593,238607.7497504883,239471.15029199218,240045.7766850586,240354.5535283203,240526.50130859375,240354.5535283203,240045.7766850586,239471.15029199218,238607.7497504883,237532.52944433593,236226.52259326173,234673.9649091797
2,232840.14512988282,234685.84633300782,236236.11094335938,237541.8607529297,238616.15173925782,239476.7057709961,240052.41876367189,240363.1775961914,240534.2219169922,240363.1775961914,240052.41876367189,239476.7057709961,238616.15173925782,237541.8607529297,236236.11094335938,234685.84633300782
4,232836.75594140624,234682.33900390624,236231.40341748047,237538.6801616211,238612.73834960937,239474.1118828125,240051.30621289063,240360.10383642578,240532.9655419922,240360.10383642578,240051.30621289063,239474.1118828125,238612.73834960937,237538.6801616211,236231.40341748047,234682.33900390624
8,232859.36708398437,234706.25932666016,236257.30530566405,237561.91759667968,238634.3218095703,239493.89175830077,240067.77074804687,240373.06879003908,240541.92032226562,240373.06879003908,240067.77074804687,239493.89175830077,238634.3218095703,237561.91759667968,236257.30530566405,234706.25932666016
16,232850.59214746093,234696.78452148437,236249.05349267577,237555.74608496093,238629.83812988282,239492.84203857422,240068.3356845703,240378.31510498046,240552.9840703125,240378.31510498046,240068.3356845703,239492.84203857422,238629.83812988282,237555.74608496093,236249.05349267577,234696.78452148437
32,232835.10278027345,234682.74266113283,236231.98444335937,237539.70880566406,238617.31834277345,239480.65797070312,240056.7101220703,240366.82646826172,240540.70102539062,240366.82646826172,240056.7101220703,239480.65797070312,238617.31834277345,237539.70880566406,236231.98444335937,234682.74266113283
