index,bin_size,m12,m23,m34,m13,m24,m14,m12_err,m23_err,m34_err,m13_err,m24_err,m14_err,corr12,corr23,corr34,corr13,corr24,corr14,corr12_err,corr23_err,corr34_err,corr13_err,corr24_err,corr14_err
1736,1,0.001977487389543773,,,,,,0.012568859466339307,,,,,,505.69222604787905,,,,,,3214.166904944193,,,,,
1736,2,0.0016912751787304186,,,,,,0.011141645676914735,,,,,,591.2698374434048,,,,,,3895.119558951111,,,,,
1736,4,0.0024040527139662,,,,,,0.014070753510822967,,,,,,415.96425660326,,,,,,2434.6098943566994,,,,,
1736,8,0.00338701559285118,,,,,,0.01725327131178564,,,,,,295.2451716226682,,,,,,1503.9626803762485,,,,,
1736,16,0.002641558357277157,,,,,,0.016078528461517368,,,,,,378.56441719151394,,,,,,2304.2302811759755,,,,,
1736,32,0.0038402258710480415,,,,,,0.017597368220410314,,,,,,260.4013497068308,,,,,,1193.2575295713932,,,,,
