index,bin_size,m12,m23,m34,m13,m24,m14,m12_err,m23_err,m34_err,m13_err,m24_err,m14_err,m12_sigma,corr12,corr23,corr34,corr13,corr24,corr14,corr12_err,corr23_err,corr34_err,corr13_err,corr24_err,corr14_err,corr12_sigma
812,1,0.14020607186886716,,,,,,0.0012627795713962822,,,,,,17.428095779562526,7.132358725057831,,,,,,0.06423827993909428,,,,,,886.5766606082913
812,8,0.1402227596677802,,,,,,0.0014335766745294143,,,,,,17.428255460296363,7.131509908728289,,,,,,0.07290946408093975,,,,,,886.3737727129486
