index,bin_size,m12,m23,m34,m13,m24,m14,m12_err,m23_err,m34_err,m13_err,m24_err,m14_err,m12_sigma,corr12,corr23,corr34,corr13,corr24,corr14,corr12_err,corr23_err,corr34_err,corr13_err,corr24_err,corr14_err,corr12_sigma
584,1,0.1103817945565787,,,,,,0.0025224411483338607,,,,,,162.23955260947122,9.059464959934378,,,,,,0.20702659608522625,,,,,,13315.633686563713
584,8,0.11032331379427898,,,,,,0.0026415161172214704,,,,,,162.23059453072582,9.064267248758592,,,,,,0.2170294492154764,,,,,,13329.018266198495
