index,bin_size,m,n,a,b,corr
380,1,0.02751336322131251,36.0,16712.814010900816,-16712.642503809853,36.34597457083604
380,2,0.028076563064028417,36.0,16028.784029967825,-16028.80758810259,35.61689504942277
380,4,0.027661624468187557,36.0,16528.177424666264,-16528.085524631948,36.151166796080865
380,8,0.02820335102466116,36.0,15881.410168666236,-15881.41731887273,35.456779555223584
380,16,0.027640681096689025,36.0,16558.94675028239,-16558.6719122147,36.17855857103993
380,32,0.027575991140154646,36.0,16636.504572728933,-16636.388762481987,36.263429115476285
