index,bin_size,m12,m23,m34,m13,m24,m14,m12_err,m23_err,m34_err,m13_err,m24_err,m14_err,m12_sigma,corr12,corr23,corr34,corr13,corr24,corr14,corr12_err,corr23_err,corr34_err,corr13_err,corr24_err,corr14_err,corr12_sigma
586,1,0.12356191892256665,,,,,,0.002732409096948718,,,,,,175.35790343451006,8.093108368013258,,,,,,0.1789684323469381,,,,,,11485.662638279902
586,8,0.12346378724172162,,,,,,0.0029846947404691686,,,,,,175.3896282951184,8.099540945088343,,,,,,0.19580362630290843,,,,,,11506.009231183596
