temp,binning_step,variance,std,error
0.1,0,163828.56716583337,404.75741767858113,0.40475762005744176
0.1,1,163608.4518227831,404.4854160816964,0.5720293332344787
0.1,2,163308.95018873655,404.11502098874837,0.8082316584424302
0.1,3,162876.1383162145,403.5791599131631,1.1414988088850382
0.1,4,162199.70422613432,402.7402441104369,1.6109738642842135
0.1,5,161350.01232475383,401.6839707092552,2.2723040338150238
0.1,6,160043.68459070614,400.05460201165806,3.2005392349875126
0.1,7,158473.56758776458,398.08738687349114,4.504277083566976
0.1,8,156370.86583740482,395.4375625018504,6.328013563211256
0.1,9,151762.85724998306,389.5675259181431,8.817446648234315
0.1,10,138358.38259343963,371.96556640828953,11.912431885604589
0.1,11,108739.65693631634,329.7569664712428,14.942714495755993
0.1,12,71918.78848609202,268.17678588217143,17.203548835497813
0.1,13,43631.87497798116,208.88244296249783,18.989312996590712
0.1,14,24260.82427728903,155.75886580637723,20.10838310974183
0.1,15,10893.213838590442,104.37056021019741,19.38112647396096
0.1,16,6660.7763715087995,81.61357957784232,21.812146634892613
