temp,sim_burnin,sim_iterations,sim_observable
0.001,10000,1000000,3.4599920899999463
0.0012589254117941675,10000,1000000,3.4469601057937207
0.001584893192461114,10000,1000000,3.535016906471834
0.001995262314968879,10000,1000000,3.5247900255052094
0.0025118864315095794,10000,1000000,3.5055177631180996
0.0031622776601683794,10000,1000000,3.5062341614269266
0.003981071705534973,10000,1000000,3.4934911108729603
0.005011872336272725,10000,1000000,3.486145048606968
0.00630957344480193,10000,1000000,3.5139607302822693
0.007943282347242814,10000,1000000,3.5035548084730714
0.01,10000,1000000,3.492863479999932
0.012589254117941675,10000,1000000,3.5009736761606964
0.015848931924611134,10000,1000000,3.4924201442099996
0.0199526231496888,10000,1000000,3.5129439097208275
0.025118864315095794,10000,1000000,3.4971765971083277
0.03162277660168379,10000,1000000,3.4980316685466266
0.039810717055349734,10000,1000000,3.499075551244842
0.05011872336272722,10000,1000000,3.5005463430028416
0.06309573444801933,10000,1000000,3.503357845443042
0.07943282347242814,10000,1000000,3.500164949190167
0.1,10000,1000000,3.5011979999989995
0.12589254117941673,10000,1000000,3.5000991762156226
0.15848931924611134,10000,1000000,3.4984431504110507
0.19952623149688797,10000,1000000,3.501005776468718
0.251188643150958,10000,1000000,3.5044578525491503
0.31622776601683794,10000,1000000,3.47490359195343
0.3981071705534972,10000,1000000,3.349033576678362
0.5011872336272722,10000,1000000,2.9295646773674795
0.6309573444801932,10000,1000000,2.036368138464821
0.7943282347242815,10000,1000000,1.0006867668225194
1.0,10000,1000000,0.339456
1.2589254117941673,10000,1000000,0.07686494994251249
1.5848931924611136,10000,1000000,0.0124826187838236
1.9952623149688795,10000,1000000,0.001923432871629999
2.51188643150958,10000,1000000,0.00013564186730151732
3.1622776601683795,10000,1000000,0.0
3.9810717055349722,10000,1000000,0.0
5.011872336272722,10000,1000000,0.0
6.309573444801933,10000,1000000,0.0
7.943282347242816,10000,1000000,31.901747016549447
10.0,10000,1000000,80.0
