temp,binning_step,variance,std,error
0.1,0,61.929548617262384,7.869532935140585,0.007869536869910003
0.1,1,48.15085841726248,6.939081957814195,0.009813353628517818
0.1,2,35.22726837723558,5.935256386815618,0.011870536514728006
0.1,3,23.212081057233785,4.817891764790258,0.013627110260174114
0.1,4,13.73906315223386,3.7066242259276647,0.01482661551710925
0.1,5,7.520221142233838,2.7423021610015623,0.015513051843669027
0.1,6,3.9423376722337657,1.9855320879385872,0.015884765024122727
0.1,7,2.004259755893832,1.4157188124390494,0.016018567816795344
0.1,8,1.0139459740930428,1.006948843831226,0.016113759909174217
0.1,9,0.5093594164127258,0.7136942037124343,0.01615370929483161
0.1,10,0.25305394720046875,0.5030446771415723,0.01611032308643122
0.1,11,0.13251739977024257,0.3640293941019634,0.016495746435134226
0.1,12,0.06784504199802502,0.2604708083414052,0.016709210145772188
0.1,13,0.030854557544409394,0.17565465420651225,0.01596860492786475
0.1,14,0.014398315944071855,0.11999298289513373,0.015491027480486811
0.1,15,0.0060873323136318574,0.07802135806067373,0.01448820247010966
0.1,16,0.0024511026911437995,0.049508612292648635,0.013231733206693994
