index,m,n,a,b,corr
166,0.14042422258363008,16.0,8966.074165868931,-8913.315004436383,7.121278520195808
167,0.10690195991828684,16.0,15993.400581189446,-16003.615698224592,9.354365446287185
168,0.16158782589401835,16.0,5709.725303582621,-5682.989961406097,6.188585027784683
169,0.20307049044571773,16.0,3398.571016984996,-3425.6951802541143,4.92439840867626
170,0.000017360077552884595,24.0,619024221148.5813,-619024221055.5562,57603.4293022981
171,-2.644322023160738e-7,24.0,2823618284322215.0,-2823618284322201.5,-3781687.673593958
172,0.000022898342038533628,24.0,355223014541.7642,-355223014417.44183,43671.284074505784
173,0.02451496165164179,24.0,281552.59877637617,-281545.60729297664,40.791416042579414
174,-1.4576613427039165e-7,24.0,8070542849514236.0,-8070542849514163.0,-6860304.041163849
175,0.13396258742023723,24.0,7019.353041312877,-7038.264654358691,7.464770718880081
176,0.11094398264632951,24.0,10575.267629516908,-10598.073155016704,9.013557798694043
177,0.11799510484184743,24.0,8986.145180190706,-9034.261514171812,8.474927848408047
178,0.14206814201701665,24.0,5517.155919563627,-5531.834643174589,7.038875752174065
179,0.13949179061426822,24.0,5346.023976228612,-5443.848430828541,7.168880660262403
180,0.14581364093684124,24.0,4409.633360367071,-4490.668868441869,6.858068926714114
181,0.1318077251368878,24.0,5828.726247880422,-5867.1027741923435,7.5868087318968485
182,0.15886840578738265,24.0,3370.440601085555,-3386.6964962392503,6.2945177491006215
183,0.19802756891765544,24.0,1654.8975276257538,-1550.8925399112209,5.049801931446342
184,0.1861400980009052,24.0,1805.2728342718729,-1718.1572687816697,5.37229759057684
185,0.17758176712911716,24.0,2252.4696398549017,-2274.5898537468547,5.631208744943473
186,0.235032288009505,24.0,901.0292435619649,-903.2411620548819,4.254734566339918
187,0.09159812330165072,24.0,20414.038468123454,-20408.437898126656,10.917254240098373
188,0.06715004443876463,24.0,38021.72060664689,-38123.23753771575,14.89202290717646
189,0.000011777785442113121,24.0,1246203605101.8203,-1246203604988.2769,84905.60512542196
190,0.0688814735399574,24.0,34668.830174171155,-34760.338863509794,14.517691747983742
191,0.03396174574487236,24.0,138986.1026994674,-138948.27099825614,29.444893896568402
192,2.2861336520608937e-6,24.0,32231045655487.293,-32231045655440.53,437419.74538475665
193,0.09052399819548913,24.0,16465.620390931996,-16386.765882596617,11.04679444052473
194,0.1648663938531869,24.0,3619.1440352737086,-3659.3211840517047,6.06551751772103
