index,m12,m23,m34,m13,m24,m14,m12_err,m23_err,m34_err,m13_err,m24_err,m14_err,corr12,corr23,corr34,corr13,corr24,corr14,corr12_err,corr23_err,corr34_err,corr13_err,corr24_err,corr14_err
328,1.0732661724886998,1.179545015555434,0.797027393793101,1.1676674192803993,0.9864652094683207,1.0801709701188273,1.630717535073132,1.0496288948973735,0.29535412605770783,0.425209378519426,0.4356158110676024,0.16991125979200805,0.9317353193767306,0.8477845159043055,1.25466202013577,0.8564082404699379,1.0137204945514238,0.9257793698066077,1.4156759639888836,0.7544087871209534,0.46493960852642185,0.3118634721465077,0.4476515453270537,0.1456254087220912
329,1.6637547458820918,1.1077039917126956,0.9370303600158916,1.3598647418219068,1.0247723586062534,1.185471264388838,3.0649184246811254,1.06184418279863,1.4403020349236302,0.59276587065991,0.9025839301007117,0.6519987883625519,0.6010501262130546,0.9027682553114508,1.0672012804185347,0.73536725326096,0.9758264765845703,0.8435463853403005,1.107236274184524,0.8653929456691564,1.6403867381990174,0.3205470343690305,0.8594740958176512,0.46394310658641774
600,0.02529807141519299,0.06566246553090645,0.16615119933672187,0.01469809578704482,0.08002092936804113,0.03251638949608603,0.6453849305135404,0.980853068216834,0.8351878590774091,0.5772051314771508,0.5198122132922907,0.32626758891667934,39.52870491935764,15.2294007225378,6.018614394551561,68.03602415500782,12.496730641563648,30.75372190754355,1008.4259016815357,227.49380951548105,30.25361051177815,2671.8251695017443,81.17817757191845,308.5810833394055
601,0.03926181680994289,0.06027694854766963,0.06994618600739604,0.04310785355906424,0.04912359594020543,0.03257037846279199,1.8173519594298964,3.072736478982404,1.1506500056843385,1.0557510375108365,1.0283657304405314,0.9717400959680202,25.47003886347802,16.59008997791513,14.296705182670875,23.197629142676977,20.35681592237724,30.702744247887328,1178.9577965626681,845.7125964899402,235.18800436049645,568.1313035365259,426.1547119013976,916.0190654832843
602,0.025774928927732414,0.0697034225566157,0.0407525197113181,0.031317548664180114,0.05439671714281768,0.030320145205541712,0.7978383046806001,1.0757819316380524,6.939274325648123,0.7818876205322007,0.7341337195551277,0.7441832551981393,38.79739117045846,14.34649782351452,24.5383600102222,31.930979359944732,18.38346232134775,32.981372391885074,1200.9361843152865,221.41958851856577,4178.352966114988,797.2027996420331,248.10172894881237,809.5009077664
603,0.05358986885087531,0.01886304853928615,0.25080352858552163,0.04766212369420491,0.12265566385124703,0.0707989502888968,0.6977130458289708,1.1902665490275917,0.729191277046726,0.5689627816715126,0.5040794551462159,0.4487926549019474,18.660243464724704,53.01370019365087,3.9871847323671505,20.98102061955722,8.152905203079483,14.124503201240644,242.9469521545688,3345.1874891410394,11.59242193765471,250.45925210130895,33.50609245090537,89.53484853927232
604,0.07853247767775784,0.06699877136439177,0.07190518870608839,0.06804487088133768,0.01648697063088697,0.05788102888945713,0.5303459130250087,0.9260637173419599,0.6774974784704862,0.36448418227751467,0.7280538507117756,0.38304963859315666,12.733585257596202,14.9256468385251,13.907202219960624,14.696184841674304,60.653956532595686,17.276817969318223,85.99251035007528,206.3037830924156,131.0349726653965,78.7205096466128,2678.4390900613407,114.3358887387112
605,0.0839649951825753,0.16952936260010437,0.10394134249396589,0.10369487643904364,0.149153390134625,0.10228557594064398,0.2758466229062667,0.5794823374901279,2.0740157213263557,0.07413817573711373,0.4796951195170064,0.057974499616549324,11.909724973193631,5.898683181855981,9.620810892047627,9.643678013231865,6.704507347083466,9.77654953598049,39.12651226209632,20.162776913157018,191.97089977140706,6.894889312273891,21.56249650282169,5.5412560579781385
606,0.11269099491938506,0.13305617810608722,0.09101243559555282,0.11699351823082078,0.12215385745660993,0.11518287034807038,0.05636230278031488,0.16967186622669572,0.6668235227774082,0.06969784471123912,0.05023085437684457,0.043924480328880994,8.873823509281845,7.515622455371358,10.987509492042024,8.547482075263892,8.186397227408134,8.68184650181148,4.438235085305687,9.583844252924477,80.50251306967202,5.092086188727851,3.3663261690037682,3.31078392763435
607,0.14498536063988512,0.14153157791064708,0.07418238890016522,0.14349409582456574,0.10899380562431664,0.13166948377471235,0.23088927189443398,0.1715634048606921,0.8626202502774195,0.154954973298786,0.28470124240564915,0.16798318927841152,6.897248077920099,7.065561020109085,13.480288446167481,6.968927845105131,9.174833324444439,7.594774212914883,10.983871611298131,8.56481446583031,156.7537789716408,7.5255363083347255,23.965457774155603,9.689370365556952
608,0.16436761097089608,0.12658518415689574,0.30728763682303856,0.15581836147843636,0.18934646435191432,0.17178291765322337,0.32534261819892285,0.871745133395429,0.45068601252278906,0.17301120694102348,0.39134875994919105,0.12020682287556461,6.083923676283559,7.899818660930746,3.254279964982392,6.417728889662272,5.2813238600612396,5.821300590659957,12.04227308575402,54.40311611694742,4.772917245269253,7.125854812524156,10.91564899613688,4.0735135866039975
609,0.2004252781533599,0.1508565380342702,0.1380653678001666,0.18769067699722708,0.14657592670729597,0.18296568518132184,0.3600975027875996,0.630159091655967,2.1476836407589666,0.338322681676817,0.4061366281612616,0.28233370791045964,4.989390605883693,6.628814455312697,7.2429459750354095,5.327915142075884,6.822402712806618,5.465505725890537,8.96427393871878,27.68993475753005,112.66805593129908,9.603857620697182,18.903701965130423,8.433802741029233
610,0.2102309911068336,0.23677588419214715,0.25142271639988845,0.21778476415381104,0.241836454234991,0.2217746088978998,0.544119226786347,0.6641559866168968,1.6904419289956831,0.5188887948049231,0.26684555827644785,0.3871081481811826,4.756672623456489,4.223403086052823,3.9773653483621487,4.591689431928064,4.135025892450052,4.509082464261624,12.311205956478982,11.846639082643911,26.741836410327167,10.940049937418738,4.56264253562956,7.870614996959152
611,0.2554191082941653,0.24441884771678046,0.1822917643888835,0.25242484275593585,0.2144574821080868,0.23896741068807023,0.6204100940693906,0.6490107376672842,0.6186676313431811,0.2838538290475494,0.44951801536008384,0.2595088217549377,3.915133862452857,4.091337510758363,5.485711344955208,3.9615752121786145,4.662928941299418,4.184671027403496,9.509815393690811,10.86381840315343,18.6175829467303,4.454824179583705,9.773828093354139,4.5443813640807855
