temp,binning_step,variance,std,error
0.001,0,3.5089182222782282,1.8732106721557584,0.0005923612557527785
0.001,1,3.1976820129914443,1.7882063675626043,0.0007997102791046236
0.001,2,2.80967223284299,1.6762076938264512,0.0010601270408233784
0.001,3,2.283201419081987,1.5110266109774464,0.0013515038277843194
0.001,4,1.6430673942316238,1.281821904256447,0.001621392005971985
0.001,5,1.0249800508455251,1.01241298433274,0.0018110623011191491
0.001,6,0.5710605196577746,0.7556854634421484,0.0019117559249544234
0.001,7,0.30097893711747703,0.5486154729111065,0.0019627989474533475
0.001,8,0.1535873807461678,0.39190225917461585,0.0019829240871598224
0.001,9,0.07694788252758829,0.277394813447527,0.0019849392293901998
0.001,10,0.038856518949050255,0.19712056957367552,0.001994885896683721
0.001,11,0.019741227344587452,0.14050347805156801,0.0020110953931399777
0.001,12,0.00998168184325958,0.0999083672334784,0.00202258577431234
0.001,13,0.005000379828180704,0.07071336385847235,0.002025347948753462
0.001,14,0.0023424571673842836,0.04839893766793114,0.0019612239264371026
0.001,15,0.0009294329382838639,0.030486602603174134,0.001748526577356843
0.001,16,0.00042687014405301435,0.020660835995985602,0.0016813549882096815
0.001,17,0.00019448453440641124,0.013945771201565415,0.0016103189514561445
0.001,18,0.00010405768778672252,0.010200867011520271,0.001677012206330559
0.001,19,0.00003598316057846717,0.00599859655073311,0.0014138827662085389
0.001,20,0.000013418490547445418,0.00366312578919226,0.001295110542938585
0.001,21,9.251983879621851e-6,0.00304170739546424,0.0017561305835673547
0.001,22,3.381298345887784e-7,0.0005814893245699171,0.0005814893245699171
0.001,23,0.0,0.0,NaN
