temp,binning_step,variance,std,error
1.0,0,2.147894365061092,1.4655696384208743,0.0004634538358726304
1.0,1,2.019259765441807,1.421006602884662,0.0006354935356545873
1.0,2,1.8445100655753393,1.3581274113923698,0.0008589553663327707
1.0,3,1.577516015550556,1.2559920443818726,0.001123393885532364
1.0,4,1.209531590521634,1.0997870659912463,0.001391133940798096
1.0,5,0.8001430030327552,0.8945071285533477,0.001600145556877682
1.0,6,0.4629139342783161,0.6803777879078036,0.0017212402913182464
1.0,7,0.2471233561543809,0.497115033120485,0.001778544193430405
1.0,8,0.12726968000252206,0.3567487631408441,0.0018050564877740666
1.0,9,0.06516138267255982,0.25526727693255125,0.0018266023998998826
1.0,10,0.03316100992040234,0.18210164722045308,0.0018428924418624922
1.0,11,0.016374953339225947,0.12796465660183654,0.0018316210740508473
1.0,12,0.00833527276294049,0.09129771499298595,0.001848268215018519
1.0,13,0.004138596404971561,0.06433192368468053,0.0018425729248987078
1.0,14,0.0021356789794172585,0.04621340692285366,0.001872661751403043
1.0,15,0.0011228115223518335,0.033508379882528395,0.0019218373903909548
1.0,16,0.0005788790806031521,0.02405990608051395,0.0019579673887440293
1.0,17,0.00025513126283311326,0.015972828892626165,0.0018443834121755094
1.0,18,0.00010574586886830029,0.010283281036143099,0.0016905609885183108
1.0,19,0.00003626248947605284,0.0060218343946054215,0.0014193599785359606
1.0,20,0.000022063398015840604,0.004697169149162142,0.001660700078876398
1.0,21,7.2569643521092075e-6,0.0026938753408629005,0.0015553096532104906
1.0,22,3.3431638826186827e-6,0.0018284320831298828,0.0018284320831298828
1.0,23,0.0,0.0,NaN
