temp,binning_step,variance,std,error
1.58,0,0.1215701182305868,0.3486690669253394,0.00011025884562591785
1.58,1,0.11372243517465838,0.33722757178893065,0.0001508127699627256
1.58,2,0.10303884173552375,0.3209966381997228,0.00020301614019685912
1.58,3,0.08761508397736102,0.29599845266041686,0.00026474917045306756
1.58,4,0.06616539107860425,0.2572263421164408,0.00032536870640772906
1.58,5,0.04202526548819374,0.20500064753115718,0.00036671689339641235
1.58,6,0.023580707703467624,0.15356011104276926,0.0003884810100560411
1.58,7,0.01253262426094741,0.11194920393172704,0.00040052421139248113
1.58,8,0.006516537747536013,0.08072507508535383,0.00040844800476950527
1.58,9,0.0032725960525805276,0.05720660846948128,0.0004093502683781032
1.58,10,0.0016553147054538223,0.04068555893008995,0.0004117431675642327
1.58,11,0.0008403695665229015,0.02898912841951102,0.0004149356544342938
1.58,12,0.00043127366663703705,0.020767129475135388,0.00042041824736813833
1.58,13,0.0002190731367635582,0.014801119442919114,0.0004239285937940787
1.58,14,0.00009854692841364264,0.009927080558434219,0.0004022656043496174
1.58,15,0.00004937572847826126,0.007026786497273221,0.0004030138452559225
1.58,16,0.00002072463021852293,0.004552431242591471,0.0003704716004570188
1.58,17,8.769886673510676e-6,0.0029613994451121715,0.00034195295336270407
1.58,18,4.874778592796515e-6,0.0022078900771543212,0.0003629748927657176
1.58,19,2.07777519483336e-6,0.0014414489914087699,0.0003397527855198836
1.58,20,5.322327546309681e-7,0.0007295428394761805,0.00025793234447984807
1.58,21,8.927884550757836e-9,0.00009448748356664937,0.00005455237407225536
1.58,22,8.379284031434451e-9,0.0000915384292602536,0.0000915384292602536
1.58,23,0.0,0.0,NaN
