index,bin_size,energy,energy_err
5430,1,7899.318463999512,0.16053472236407826
5430,2,7899.328434856933,0.16289580600570833
5430,4,7899.311344722656,0.17058364743924972
5430,8,7899.302610050537,0.2003113557405191
5430,16,7899.308372909913,0.1853106532770194
5430,32,7899.326232020508,0.21042176807400045
