index,bin_size,energy,energy_err
6057,1,686.5615444238282,0.04278273324723468
6057,2,686.5578446582031,0.04963482641274602
6057,4,686.5561041015625,0.048699113973004644
6057,8,686.5632295507812,0.05939868862908528
6057,16,686.5628824609375,0.06536132470625268
6057,32,686.5636528417969,0.0642430151038638
