index,bin_size,energy,energy_err
6222,1,712.7821145371095,0.03937896739187914
6222,2,712.7833638212891,0.05186448079498001
6222,4,712.7872329316406,0.057899267262836854
6222,8,712.7830156992188,0.06491415231655921
6222,16,712.779537991211,0.07248778449888223
6222,32,712.7713843808593,0.07076007668186847
