index,bin_size,energy,energy_err
6112,1,2302.453004355469,0.23674734331406402
6112,2,2302.4670333447266,0.24986942342106078
6112,4,2302.4249987109374,0.2300936567003549
6112,8,2302.4164865771486,0.20946243263535322
6112,16,2302.413329916992,0.20817975729390106
6112,32,2302.3961927832033,0.243657640655924
