index,bin_size,energy,energy_err
6059,1,719.1493761132813,0.04721630578411176
6059,2,719.1483355371093,0.05633690311048345
6059,4,719.1468811328126,0.0646733378491199
6059,8,719.1471434960938,0.06993781020265527
6059,16,719.1475220996094,0.07647924733527121
6059,32,719.1573368945313,0.09156899285244653
