index,bin_size,energy,energy_err
5517,1,7791.00129790039,0.14567709447928265
5517,2,7790.983045031738,0.17791826866843996
5517,4,7790.991637915039,0.16411428821954108
5517,8,7791.000271826172,0.18644535228292308
5517,16,7791.001508776855,0.20612826814407761
5517,32,7791.0058095703125,0.22463004232029685
