index,bin_size,energy,energy_err
6127,1,2417.157013847168,0.07565639711466644
6127,2,2417.166630158203,0.09603492119909744
6127,4,2417.169799625977,0.10939311809608511
6127,8,2417.1801993984377,0.12115839586571184
6127,16,2417.160291209473,0.13053983029750788
6127,32,2417.1917243642583,0.14614925898399103
