index,bin_size,energy,energy_err
6058,1,703.8373380761718,0.03772630311643848
6058,2,703.8381823925781,0.04908182561645536
6058,4,703.8363601562501,0.05824314654684691
6058,8,703.8363235546875,0.0625542234167784
6058,16,703.8392034765625,0.06666139948692608
6058,32,703.8321735644532,0.07377713354538216
