index,bin_size,energy,energy_err
6141,1,7811.458144270018,0.13783598973823002
6141,2,7811.468712622558,0.1627666512622673
6141,4,7811.476809978515,0.1751518868761636
6141,8,7811.473817529785,0.21902667628726608
6141,16,7811.456070130371,0.24103020847066978
6141,32,7811.479233725097,0.23136293025600455
