index,bin_size,energy,energy_err
6190,1,26536.22914060596,0.24272022570741658
6190,2,26536.253026948245,0.29838185883719814
6190,4,26536.24673370801,0.3216730559151463
6190,8,26536.27074903223,0.3635378914623062
6190,16,26536.251972485843,0.4630664286650601
6190,32,26536.212052672854,0.4377076045540034
