index,bin_size,energy,energy_err
6126,1,2362.686517437012,0.07873299484334127
6126,2,2362.7041024394534,0.09306572441545409
6126,4,2362.6965873164063,0.11527719783287604
6126,8,2362.687212660645,0.1256436489721689
6126,16,2362.6934842280275,0.11653076820989054
6126,32,2362.705910542969,0.12721225220366936
