x,y,t,val
0,0,0,1.68195
1,0,0,1.66119
2,0,0,1.6571
3,0,0,1.6633
4,0,0,1.67193
5,0,0,1.67536
6,0,0,1.66802
7,0,0,1.64318
8,0,0,1.67909
9,0,0,1.65098
0,1,0,1.67935
1,1,0,1.65708
2,1,0,1.66594
3,1,0,1.66549
4,1,0,1.65829
5,1,0,1.65649
6,1,0,1.66818
7,1,0,1.6443
8,1,0,1.68848
9,1,0,1.67009
0,2,0,1.69081
1,2,0,1.66607
2,2,0,1.67038
3,2,0,1.65441
4,2,0,1.69128
5,2,0,1.64824
6,2,0,1.63445
7,2,0,1.64576
8,2,0,1.66794
9,2,0,1.67462
0,3,0,1.66887
1,3,0,1.66957
2,3,0,1.68844
3,3,0,1.65677
4,3,0,1.66737
5,3,0,1.6723
6,3,0,1.67153
7,3,0,1.65799
8,3,0,1.66952
9,3,0,1.64638
0,4,0,1.65214
1,4,0,1.68219
2,4,0,1.66584
3,4,0,1.65848
4,4,0,1.65541
5,4,0,1.68931
6,4,0,1.66711
7,4,0,1.65289
8,4,0,1.68137
9,4,0,1.67451
0,5,0,1.65534
1,5,0,1.66133
2,5,0,1.67136
3,5,0,1.65433
4,5,0,1.65037
5,5,0,1.6661
6,5,0,1.66879
7,5,0,1.66897
8,5,0,1.66871
9,5,0,1.64043
0,6,0,1.67739
1,6,0,1.6689
2,6,0,1.65182
3,6,0,1.6324
4,6,0,1.63648
5,6,0,1.66986
6,6,0,1.66015
7,6,0,1.69032
8,6,0,1.66164
9,6,0,1.65722
0,7,0,1.66312
1,7,0,1.68939
2,7,0,1.66706
3,7,0,1.65591
4,7,0,1.64558
5,7,0,1.66572
6,7,0,1.65452
7,7,0,1.68462
8,7,0,1.68195
9,7,0,1.65577
0,8,0,1.68765
1,8,0,1.6833
2,8,0,1.67594
3,8,0,1.67144
4,8,0,1.6716
5,8,0,1.66145
6,8,0,1.66187
7,8,0,1.67323
8,8,0,1.68008
9,8,0,1.68034
0,9,0,1.65262
1,9,0,1.6653
2,9,0,1.68976
3,9,0,1.67823
4,9,0,1.63375
5,9,0,1.65349
6,9,0,1.6713
7,9,0,1.6724
8,9,0,1.6606
9,9,0,1.6692
0,0,1,1.67046
1,0,1,1.6756
2,0,1,1.65713
3,0,1,1.65433
4,0,1,1.6675
5,0,1,1.67315
6,0,1,1.64894
7,0,1,1.67325
8,0,1,1.66279
9,0,1,1.66364
0,1,1,1.66492
1,1,1,1.65204
2,1,1,1.65705
3,1,1,1.65847
4,1,1,1.6543
5,1,1,1.66757
6,1,1,1.67237
7,1,1,1.66628
8,1,1,1.64148
9,1,1,1.67318
0,2,1,1.67834
1,2,1,1.64456
2,2,1,1.66995
3,2,1,1.65421
4,2,1,1.6766
5,2,1,1.6639
6,2,1,1.67303
7,2,1,1.64804
8,2,1,1.6572
9,2,1,1.67574
0,3,1,1.6435
1,3,1,1.65878
2,3,1,1.65727
3,3,1,1.66643
4,3,1,1.67243
5,3,1,1.6724
6,3,1,1.66656
7,3,1,1.66127
8,3,1,1.66948
9,3,1,1.6534
0,4,1,1.65566
1,4,1,1.66627
2,4,1,1.6739
3,4,1,1.67168
4,4,1,1.66698
5,4,1,1.6771
6,4,1,1.67894
7,4,1,1.64595
8,4,1,1.64919
9,4,1,1.66166
0,5,1,1.6631
1,5,1,1.6783
2,5,1,1.65679
3,5,1,1.64279
4,5,1,1.65232
5,5,1,1.66241
6,5,1,1.67953
7,5,1,1.65175
8,5,1,1.6525
9,5,1,1.66163
0,6,1,1.66747
1,6,1,1.65555
2,6,1,1.64153
3,6,1,1.65455
4,6,1,1.64309
5,6,1,1.66955
6,6,1,1.67327
7,6,1,1.67682
8,6,1,1.67144
9,6,1,1.65109
0,7,1,1.66634
1,7,1,1.6723
2,7,1,1.651
3,7,1,1.66284
4,7,1,1.65429
5,7,1,1.66503
6,7,1,1.67271
7,7,1,1.65993
8,7,1,1.66902
9,7,1,1.6442
0,8,1,1.6949
1,8,1,1.65925
2,8,1,1.64264
3,8,1,1.67051
4,8,1,1.64758
5,8,1,1.66394
6,8,1,1.65778
7,8,1,1.64685
8,8,1,1.66422
9,8,1,1.67624
0,9,1,1.65763
1,9,1,1.68207
2,9,1,1.65164
3,9,1,1.64645
4,9,1,1.64017
5,9,1,1.65245
6,9,1,1.63819
7,9,1,1.68552
8,9,1,1.67188
9,9,1,1.66412
0,0,2,1.64516
1,0,2,1.66282
2,0,2,1.66658
3,0,2,1.65511
4,0,2,1.68731
5,0,2,1.6611
6,0,2,1.67788
7,0,2,1.65323
8,0,2,1.64888
9,0,2,1.66307
0,1,2,1.67512
1,1,2,1.63991
2,1,2,1.6395
3,1,2,1.66494
4,1,2,1.66081
5,1,2,1.68331
6,1,2,1.67381
7,1,2,1.6504
8,1,2,1.67489
9,1,2,1.68485
0,2,2,1.68574
1,2,2,1.65487
2,2,2,1.67852
3,2,2,1.6638
4,2,2,1.68379
5,2,2,1.659
6,2,2,1.64457
7,2,2,1.65267
8,2,2,1.68196
9,2,2,1.66759
0,3,2,1.65895
1,3,2,1.6508
2,3,2,1.68432
3,3,2,1.66508
4,3,2,1.67526
5,3,2,1.6418
6,3,2,1.66614
7,3,2,1.66207
8,3,2,1.66145
9,3,2,1.67071
0,4,2,1.6838
1,4,2,1.67472
2,4,2,1.66668
3,4,2,1.64101
4,4,2,1.68038
5,4,2,1.655
6,4,2,1.64047
7,4,2,1.62767
8,4,2,1.68879
9,4,2,1.67195
0,5,2,1.65636
1,5,2,1.66039
2,5,2,1.68209
3,5,2,1.64228
4,5,2,1.6786
5,5,2,1.68129
6,5,2,1.64676
7,5,2,1.67604
8,5,2,1.68743
9,5,2,1.66871
0,6,2,1.66365
1,6,2,1.66994
2,6,2,1.66728
3,6,2,1.65417
4,6,2,1.6694
5,6,2,1.68544
6,6,2,1.6703
7,6,2,1.6634
8,6,2,1.68837
9,6,2,1.6657
0,7,2,1.66712
1,7,2,1.67483
2,7,2,1.67758
3,7,2,1.6529
4,7,2,1.67535
5,7,2,1.6729
6,7,2,1.66974
7,7,2,1.66226
8,7,2,1.66969
9,7,2,1.65358
0,8,2,1.66788
1,8,2,1.64239
2,8,2,1.67748
3,8,2,1.68004
4,8,2,1.71153
5,8,2,1.69032
6,8,2,1.67557
7,8,2,1.64665
8,8,2,1.67291
9,8,2,1.67271
0,9,2,1.64314
1,9,2,1.64897
2,9,2,1.66479
3,9,2,1.65437
4,9,2,1.66377
5,9,2,1.63956
6,9,2,1.66572
7,9,2,1.65543
8,9,2,1.66695
9,9,2,1.64709
0,0,3,1.67908
1,0,3,1.64807
2,0,3,1.66973
3,0,3,1.68025
4,0,3,1.67245
5,0,3,1.64828
6,0,3,1.6676
7,0,3,1.64951
8,0,3,1.64583
9,0,3,1.67193
0,1,3,1.67537
1,1,3,1.67307
2,1,3,1.69293
3,1,3,1.64681
4,1,3,1.66405
5,1,3,1.67659
6,1,3,1.64409
7,1,3,1.67354
8,1,3,1.65405
9,1,3,1.64295
0,2,3,1.66238
1,2,3,1.66583
2,2,3,1.68463
3,2,3,1.65786
4,2,3,1.65237
5,2,3,1.68039
6,2,3,1.66395
7,2,3,1.66909
8,2,3,1.66101
9,2,3,1.66093
0,3,3,1.68137
1,3,3,1.66939
2,3,3,1.6648
3,3,3,1.64597
4,3,3,1.65319
5,3,3,1.67328
6,3,3,1.6753
7,3,3,1.66691
8,3,3,1.65153
9,3,3,1.66003
0,4,3,1.68131
1,4,3,1.67628
2,4,3,1.64911
3,4,3,1.6483
4,4,3,1.6664
5,4,3,1.68044
6,4,3,1.65443
7,4,3,1.65362
8,4,3,1.65805
9,4,3,1.66734
0,5,3,1.64132
1,5,3,1.68305
2,5,3,1.66158
3,5,3,1.64458
4,5,3,1.65892
5,5,3,1.65268
6,5,3,1.66009
7,5,3,1.68396
8,5,3,1.68054
9,5,3,1.63558
0,6,3,1.66652
1,6,3,1.67346
2,6,3,1.66897
3,6,3,1.64988
4,6,3,1.64005
5,6,3,1.67549
6,6,3,1.66911
7,6,3,1.63099
8,6,3,1.68493
9,6,3,1.65808
0,7,3,1.66148
1,7,3,1.66843
2,7,3,1.67157
3,7,3,1.65117
4,7,3,1.66413
5,7,3,1.68312
6,7,3,1.65838
7,7,3,1.65829
8,7,3,1.66798
9,7,3,1.67174
0,8,3,1.66321
1,8,3,1.68374
2,8,3,1.67107
3,8,3,1.66152
4,8,3,1.67751
5,8,3,1.66209
6,8,3,1.66133
7,8,3,1.65212
8,8,3,1.66729
9,8,3,1.65852
0,9,3,1.6525
1,9,3,1.64658
2,9,3,1.66497
3,9,3,1.65388
4,9,3,1.64425
5,9,3,1.64346
6,9,3,1.63498
7,9,3,1.66793
8,9,3,1.64533
9,9,3,1.65968
0,0,4,1.65254
1,0,4,1.64622
2,0,4,1.65832
3,0,4,1.65391
4,0,4,1.7011
5,0,4,1.6896
6,0,4,1.69259
7,0,4,1.66111
8,0,4,1.65557
9,0,4,1.67334
0,1,4,1.65347
1,1,4,1.67703
2,1,4,1.67072
3,1,4,1.63482
4,1,4,1.68608
5,1,4,1.66941
6,1,4,1.67442
7,1,4,1.6764
8,1,4,1.65566
9,1,4,1.65602
0,2,4,1.67982
1,2,4,1.65284
2,2,4,1.66128
3,2,4,1.65437
4,2,4,1.67683
5,2,4,1.64743
6,2,4,1.65757
7,2,4,1.65654
8,2,4,1.65339
9,2,4,1.68082
0,3,4,1.67065
1,3,4,1.66619
2,3,4,1.66792
3,3,4,1.6335
4,3,4,1.64882
5,3,4,1.64205
6,3,4,1.6815
7,3,4,1.67838
8,3,4,1.65749
9,3,4,1.6662
0,4,4,1.66165
1,4,4,1.65396
2,4,4,1.65798
3,4,4,1.6723
4,4,4,1.66877
5,4,4,1.65109
6,4,4,1.69038
7,4,4,1.68793
8,4,4,1.67733
9,4,4,1.66953
0,5,4,1.65747
1,5,4,1.6587
2,5,4,1.66045
3,5,4,1.6724
4,5,4,1.67147
5,5,4,1.67566
6,5,4,1.64423
7,5,4,1.66518
8,5,4,1.67462
9,5,4,1.63591
0,6,4,1.6738
1,6,4,1.66821
2,6,4,1.66568
3,6,4,1.65106
4,6,4,1.64892
5,6,4,1.6572
6,6,4,1.6682
7,6,4,1.69277
8,6,4,1.67435
9,6,4,1.66577
0,7,4,1.6627
1,7,4,1.67255
2,7,4,1.68556
3,7,4,1.6832
4,7,4,1.66781
5,7,4,1.66904
6,7,4,1.66995
7,7,4,1.66661
8,7,4,1.65564
9,7,4,1.64596
0,8,4,1.66816
1,8,4,1.68358
2,8,4,1.66501
3,8,4,1.654
4,8,4,1.67357
5,8,4,1.66738
6,8,4,1.67766
7,8,4,1.66382
8,8,4,1.64905
9,8,4,1.66968
0,9,4,1.67312
1,9,4,1.67534
2,9,4,1.66514
3,9,4,1.65976
4,9,4,1.68589
5,9,4,1.68146
6,9,4,1.65692
7,9,4,1.66928
8,9,4,1.66142
9,9,4,1.70125
0,0,5,1.66984
1,0,5,1.67753
2,0,5,1.65461
3,0,5,1.67611
4,0,5,1.64541
5,0,5,1.67494
6,0,5,1.68061
7,0,5,1.67086
8,0,5,1.66302
9,0,5,1.66327
0,1,5,1.67009
1,1,5,1.66335
2,1,5,1.63165
3,1,5,1.63374
4,1,5,1.67201
5,1,5,1.66465
6,1,5,1.64476
7,1,5,1.6533
8,1,5,1.67282
9,1,5,1.65567
0,2,5,1.68626
1,2,5,1.66945
2,2,5,1.66733
3,2,5,1.65138
4,2,5,1.66471
5,2,5,1.65106
6,2,5,1.64748
7,2,5,1.65674
