x,y,t,val
0,0,0,0.01099
1,0,0,0.01795
2,0,0,-0.01265
3,0,0,-0.00152
4,0,0,-0.00532
5,0,0,-0.01126
6,0,0,0.0089
7,0,0,-0.01028
8,0,0,0.00025
9,0,0,-0.00023
10,0,0,0.01506
11,0,0,-0.0048
12,0,0,-0.02561
13,0,0,-0.00268
14,0,0,0.00188
15,0,0,-0.00195
16,0,0,0.01183
17,0,0,-0.01705
18,0,0,0.00263
19,0,0,0.0194
20,0,0,-0.00728
21,0,0,-0.00213
22,0,0,0.00523
23,0,0,-0.00762
24,0,0,0.01431
25,0,0,0.00953
26,0,0,-0.0063
27,0,0,0.01563
28,0,0,-0.00325
29,0,0,-0.00926
30,0,0,-0.00883
31,0,0,-0.01041
32,0,0,-0.00863
33,0,0,-0.01307
34,0,0,0.00619
35,0,0,0.00393
36,0,0,0.00152
37,0,0,0.01572
38,0,0,0.00602
39,0,0,0.01331
40,0,0,0.00649
41,0,0,0.00641
42,0,0,-0.01589
43,0,0,-0.00322
44,0,0,0.01134
45,0,0,-0.01782
46,0,0,0.01632
47,0,0,-0.00231
48,0,0,-0.01603
49,0,0,0.00456
0,1,0,-0.0128
1,1,0,0.01569
2,1,0,0.01404
3,1,0,-0.00993
4,1,0,-0.00115
5,1,0,-0.00684
6,1,0,0.00383
7,1,0,0.00097
8,1,0,-0.01116
9,1,0,-0.00708
10,1,0,-0.00075
11,1,0,0.0035
12,1,0,-0.01833
13,1,0,-0.00426
14,1,0,0.00047
15,1,0,0.01215
16,1,0,0.0143
17,1,0,-0.01526
18,1,0,-0.0064
19,1,0,0.01253
20,1,0,0.00256
21,1,0,-0.00192
22,1,0,-0.0013
23,1,0,-0.00418
24,1,0,0.01907
25,1,0,0.00974
26,1,0,-0.00602
27,1,0,-0.00348
28,1,0,-0.00993
29,1,0,0.00083
30,1,0,-0.00739
31,1,0,-0.00005
32,1,0,-0.00649
33,1,0,-0.00865
34,1,0,-0.01228
35,1,0,0.01175
36,1,0,0.01184
37,1,0,0.00337
38,1,0,0.01191
39,1,0,0.01528
40,1,0,0.00136
41,1,0,0.00322
42,1,0,-0.01139
43,1,0,0.00042
44,1,0,-0.00547
45,1,0,-0.01273
46,1,0,0.00873
47,1,0,0.01327
48,1,0,0.00012
49,1,0,-0.00571
0,2,0,-0.00095
1,2,0,0.01841
2,2,0,-0.00533
3,2,0,-0.0034
4,2,0,0.00115
5,2,0,-0.00533
6,2,0,0.00796
7,2,0,-0.00889
8,2,0,-0.0049
9,2,0,-0.02306
10,2,0,0.02144
11,2,0,-0.00676
12,2,0,-0.0074
13,2,0,-0.00347
14,2,0,0.00487
15,2,0,0.02736
16,2,0,-0.01761
17,2,0,-0.00364
18,2,0,-0.0074
19,2,0,0.02038
20,2,0,-0.01668
21,2,0,0.01571
22,2,0,-0.00323
23,2,0,0.00112
24,2,0,0.01695
25,2,0,-0.00154
26,2,0,0.00843
27,2,0,-0.0157
