x,y,t,val
0,0,0,-0.00563
1,0,0,-0.00657
2,0,0,0.01491
3,0,0,-0.00187
4,0,0,0.00326
5,0,0,-0.00952
6,0,0,-0.00902
7,0,0,-0.00715
8,0,0,0.01219
9,0,0,0.01401
10,0,0,-0.00211
11,0,0,-0.00079
12,0,0,-0.00808
13,0,0,0.00678
14,0,0,-0.01663
15,0,0,-0.01666
16,0,0,-0.00209
17,0,0,0.02018
18,0,0,0.00217
19,0,0,-0.00345
20,0,0,-0.01184
21,0,0,0.00649
22,0,0,0.02014
23,0,0,-0.00288
24,0,0,-0.01464
25,0,0,0.00471
26,0,0,-0.00124
27,0,0,-0.00752
28,0,0,0.00655
29,0,0,-0.01458
30,0,0,0.01705
31,0,0,0.00067
32,0,0,0.00903
33,0,0,-0.01255
34,0,0,0.01564
35,0,0,-0.00669
36,0,0,-0.01232
37,0,0,0.00251
38,0,0,0.00298
39,0,0,-0.00307
40,0,0,0.00336
41,0,0,-0.00995
42,0,0,0.00827
43,0,0,0.00106
44,0,0,0.00445
45,0,0,0.00433
46,0,0,0.00709
47,0,0,0.00507
48,0,0,-0.00064
49,0,0,-0.00541
0,1,0,0.00283
1,1,0,-0.00893
2,1,0,0.00404
3,1,0,0.00934
4,1,0,-0.01541
5,1,0,-0.0007
6,1,0,-0.00892
7,1,0,0.01207
8,1,0,0.00216
9,1,0,-0.00339
10,1,0,0.01781
11,1,0,-0.01178
12,1,0,-0.02177
13,1,0,0.00262
14,1,0,-0.00178
15,1,0,-0.00785
16,1,0,0.00841
17,1,0,0.01587
18,1,0,0.00225
19,1,0,0.00358
20,1,0,-0.01133
21,1,0,0.0034
22,1,0,0.01285
23,1,0,-0.00472
24,1,0,0.00909
25,1,0,0.00581
26,1,0,-0.0177
27,1,0,-0.01978
28,1,0,0.00404
29,1,0,-0.00241
30,1,0,0.01939
31,1,0,-0.00354
32,1,0,0.0013
33,1,0,-0.00843
34,1,0,-0.00058
35,1,0,-0.01175
36,1,0,0.0145
37,1,0,0.01313
38,1,0,-0.00709
39,1,0,0.00213
40,1,0,0.00261
41,1,0,-0.00984
42,1,0,-0.00092
43,1,0,0.00113
44,1,0,0.00214
45,1,0,0.00897
46,1,0,0.02439
47,1,0,-0.00108
48,1,0,-0.01522
49,1,0,-0.01094
0,2,0,0.00956
1,2,0,0.0008
2,2,0,0.00521
3,2,0,-0.01177
4,2,0,-0.01247
5,2,0,-0.0083
6,2,0,-0.00741
7,2,0,0.0191
8,2,0,0.00151
9,2,0,-0.00732
10,2,0,0.01546
11,2,0,-0.03339
12,2,0,-0.00765
13,2,0,0.01052
14,2,0,-0.00112
15,2,0,0.00149
16,2,0,0.01007
17,2,0,0.00013
18,2,0,0.01418
19,2,0,0.02229
20,2,0,-0.01361
21,2,0,0.00351
22,2,0,-0.00903
23,2,0,-0.00284
24,2,0,0.00476
25,2,0,0.00989
26,2,0,-0.00798
27,2,0,-0.0124
28,2,0,-0.0024
29,2,0,-0.00952
