x,y,t,val
0,0,0,1.66589
1,0,0,1.68091
2,0,0,1.66443
3,0,0,1.67585
4,0,0,1.69373
5,0,0,1.68001
6,0,0,1.66545
7,0,0,1.67018
8,0,0,1.70451
9,0,0,1.66576
10,0,0,1.66606
11,0,0,1.65395
12,0,0,1.67207
13,0,0,1.68917
14,0,0,1.6587
15,0,0,1.67915
16,0,0,1.67132
17,0,0,1.6688
18,0,0,1.64472
19,0,0,1.64857
20,0,0,1.65065
21,0,0,1.65238
22,0,0,1.68326
23,0,0,1.66753
24,0,0,1.66326
25,0,0,1.66953
26,0,0,1.67962
27,0,0,1.6513
28,0,0,1.65458
29,0,0,1.68567
30,0,0,1.68754
31,0,0,1.6689
32,0,0,1.65493
33,0,0,1.66955
34,0,0,1.66773
35,0,0,1.6946
36,0,0,1.67312
37,0,0,1.69474
38,0,0,1.6793
39,0,0,1.67067
40,0,0,1.70195
41,0,0,1.68756
42,0,0,1.68149
43,0,0,1.64779
44,0,0,1.66263
45,0,0,1.66639
46,0,0,1.6468
47,0,0,1.66045
48,0,0,1.65858
49,0,0,1.6305
0,1,0,1.63863
1,1,0,1.67873
2,1,0,1.668
3,1,0,1.64919
4,1,0,1.67379
5,1,0,1.70638
6,1,0,1.68045
7,1,0,1.65931
8,1,0,1.69664
9,1,0,1.66428
10,1,0,1.65931
11,1,0,1.6547
12,1,0,1.65514
13,1,0,1.673
14,1,0,1.64195
15,1,0,1.67102
16,1,0,1.66283
17,1,0,1.67746
18,1,0,1.65248
19,1,0,1.68371
20,1,0,1.64724
21,1,0,1.68998
22,1,0,1.67384
23,1,0,1.65581
24,1,0,1.64836
25,1,0,1.68558
26,1,0,1.66117
27,1,0,1.66337
28,1,0,1.70312
29,1,0,1.66524
30,1,0,1.67039
31,1,0,1.66772
32,1,0,1.64298
33,1,0,1.66701
34,1,0,1.65968
35,1,0,1.67137
36,1,0,1.67027
37,1,0,1.65391
38,1,0,1.64208
39,1,0,1.67325
40,1,0,1.65762
41,1,0,1.66257
42,1,0,1.66543
43,1,0,1.6611
44,1,0,1.6701
45,1,0,1.67048
46,1,0,1.64635
47,1,0,1.68801
48,1,0,1.66418
49,1,0,1.66735
0,2,0,1.65628
1,2,0,1.65875
2,2,0,1.65282
3,2,0,1.66664
4,2,0,1.65244
5,2,0,1.64858
6,2,0,1.66106
7,2,0,1.69853
8,2,0,1.69041
9,2,0,1.68216
10,2,0,1.67183
11,2,0,1.66939
12,2,0,1.65408
13,2,0,1.65558
14,2,0,1.66556
15,2,0,1.67124
16,2,0,1.67713
17,2,0,1.66329
18,2,0,1.67166
19,2,0,1.67336
20,2,0,1.65529
21,2,0,1.68906
22,2,0,1.67626
23,2,0,1.64031
24,2,0,1.65611
25,2,0,1.65148
26,2,0,1.65978
27,2,0,1.65911
28,2,0,1.66665
29,2,0,1.6495
30,2,0,1.67582
31,2,0,1.68813
32,2,0,1.68556
33,2,0,1.66425
34,2,0,1.66717
35,2,0,1.70425
36,2,0,1.67233
37,2,0,1.65177
38,2,0,1.66463
39,2,0,1.66127
40,2,0,1.67326
41,2,0,1.66066
42,2,0,1.65708
43,2,0,1.65361
44,2,0,1.67732
45,2,0,1.67733
46,2,0,1.66996
47,2,0,1.68593
48,2,0,1.67876
49,2,0,1.6589
0,3,0,1.67378
1,3,0,1.66076
2,3,0,1.66121
3,3,0,1.67974
4,3,0,1.66272
5,3,0,1.67278
6,3,0,1.64612
7,3,0,1.69007
8,3,0,1.65962
9,3,0,1.65751
10,3,0,1.66439
11,3,0,1.66892
12,3,0,1.69849
13,3,0,1.66811
14,3,0,1.67414
15,3,0,1.65985
16,3,0,1.67821
17,3,0,1.68031
18,3,0,1.66199
19,3,0,1.67601
20,3,0,1.65309
21,3,0,1.68563
22,3,0,1.66409
23,3,0,1.66471
24,3,0,1.69455
25,3,0,1.66362
26,3,0,1.64706
27,3,0,1.65636
28,3,0,1.69492
29,3,0,1.67174
30,3,0,1.67966
31,3,0,1.66583
32,3,0,1.65513
33,3,0,1.6598
34,3,0,1.65998
35,3,0,1.68042
36,3,0,1.65597
37,3,0,1.68098
38,3,0,1.64391
39,3,0,1.67917
40,3,0,1.66271
41,3,0,1.64583
42,3,0,1.65301
43,3,0,1.6809
44,3,0,1.6415
45,3,0,1.6492
46,3,0,1.67147
47,3,0,1.66622
48,3,0,1.64726
49,3,0,1.6907
0,4,0,1.66292
1,4,0,1.66941
2,4,0,1.66912
3,4,0,1.67587
4,4,0,1.66345
5,4,0,1.68022
6,4,0,1.68025
7,4,0,1.67131
8,4,0,1.65656
9,4,0,1.67916
10,4,0,1.63437
11,4,0,1.64459
12,4,0,1.66074
13,4,0,1.66955
14,4,0,1.67573
15,4,0,1.65487
16,4,0,1.67569
17,4,0,1.68827
18,4,0,1.65887
19,4,0,1.67802
20,4,0,1.64618
21,4,0,1.67526
22,4,0,1.66446
23,4,0,1.65316
24,4,0,1.67184
25,4,0,1.63397
26,4,0,1.6639
27,4,0,1.65904
28,4,0,1.68107
29,4,0,1.66934
30,4,0,1.6631
31,4,0,1.68094
32,4,0,1.69059
33,4,0,1.65685
34,4,0,1.66396
35,4,0,1.66565
36,4,0,1.67305
37,4,0,1.67298
38,4,0,1.65867
39,4,0,1.66502
40,4,0,1.67914
41,4,0,1.64822
42,4,0,1.65169
43,4,0,1.64829
44,4,0,1.67793
45,4,0,1.66963
46,4,0,1.64935
47,4,0,1.67365
48,4,0,1.66195
49,4,0,1.64113
0,5,0,1.64992
1,5,0,1.66363
2,5,0,1.69601
3,5,0,1.6711
4,5,0,1.68749
5,5,0,1.65357
6,5,0,1.66368
7,5,0,1.66574
8,5,0,1.68279
9,5,0,1.67751
10,5,0,1.66348
11,5,0,1.63966
12,5,0,1.65526
13,5,0,1.66798
14,5,0,1.68175
15,5,0,1.67406
16,5,0,1.67903
17,5,0,1.66482
18,5,0,1.66604
19,5,0,1.66655
20,5,0,1.66568
21,5,0,1.65966
22,5,0,1.66161
23,5,0,1.65604
24,5,0,1.66396
25,5,0,1.65178
26,5,0,1.66875
27,5,0,1.67772
28,5,0,1.67401
29,5,0,1.6644
30,5,0,1.64782
31,5,0,1.64904
32,5,0,1.66701
33,5,0,1.64227
34,5,0,1.66972
35,5,0,1.65417
36,5,0,1.66131
37,5,0,1.67393
38,5,0,1.68414
39,5,0,1.68622
40,5,0,1.68722
41,5,0,1.68189
42,5,0,1.65615
43,5,0,1.65179
44,5,0,1.66292
45,5,0,1.66857
46,5,0,1.63652
47,5,0,1.6613
48,5,0,1.677
49,5,0,1.68564
0,6,0,1.667
1,6,0,1.69314
2,6,0,1.67569
3,6,0,1.66191
4,6,0,1.6726
5,6,0,1.66115
6,6,0,1.66539
7,6,0,1.66064
8,6,0,1.69346
9,6,0,1.66795
10,6,0,1.66682
11,6,0,1.66637
12,6,0,1.6517
13,6,0,1.66024
14,6,0,1.66995
15,6,0,1.66907
16,6,0,1.69634
17,6,0,1.64688
18,6,0,1.6602
19,6,0,1.67697
20,6,0,1.65078
21,6,0,1.66541
22,6,0,1.66033
23,6,0,1.67539
24,6,0,1.64748
25,6,0,1.67188
26,6,0,1.6657
27,6,0,1.66862
28,6,0,1.6613
29,6,0,1.69304
30,6,0,1.70331
31,6,0,1.67036
32,6,0,1.64486
33,6,0,1.67281
34,6,0,1.66646
35,6,0,1.66404
36,6,0,1.6744
37,6,0,1.66899
38,6,0,1.65798
39,6,0,1.69336
40,6,0,1.65838
41,6,0,1.66462
42,6,0,1.6632
43,6,0,1.66163
44,6,0,1.65428
45,6,0,1.63992
46,6,0,1.66206
47,6,0,1.67455
48,6,0,1.66863
49,6,0,1.66026
0,7,0,1.66153
1,7,0,1.66497
2,7,0,1.68533
3,7,0,1.66679
4,7,0,1.64663
5,7,0,1.67519
6,7,0,1.68667
7,7,0,1.6568
8,7,0,1.65431
9,7,0,1.68038
10,7,0,1.64998
11,7,0,1.67527
12,7,0,1.66799
13,7,0,1.68491
14,7,0,1.64599
15,7,0,1.67449
16,7,0,1.70104
17,7,0,1.65873
18,7,0,1.67876
19,7,0,1.66393
20,7,0,1.68702
21,7,0,1.67131
22,7,0,1.6868
23,7,0,1.66667
24,7,0,1.677
25,7,0,1.67145
26,7,0,1.66688
27,7,0,1.65327
28,7,0,1.67424
29,7,0,1.68604
30,7,0,1.65887
31,7,0,1.67395
32,7,0,1.67523
33,7,0,1.67617
34,7,0,1.65046
35,7,0,1.65025
36,7,0,1.65471
37,7,0,1.67309
38,7,0,1.64636
39,7,0,1.64164
40,7,0,1.6662
41,7,0,1.65413
42,7,0,1.66051
43,7,0,1.67019
44,7,0,1.66642
45,7,0,1.67736
46,7,0,1.68236
47,7,0,1.6599
48,7,0,1.67198
49,7,0,1.66618
0,8,0,1.67247
1,8,0,1.69769
2,8,0,1.68613
3,8,0,1.66966
4,8,0,1.67832
5,8,0,1.67489
6,8,0,1.67502
7,8,0,1.6654
8,8,0,1.66092
9,8,0,1.67068
10,8,0,1.67143
11,8,0,1.6829
12,8,0,1.65478
13,8,0,1.66818
14,8,0,1.67373
15,8,0,1.67487
16,8,0,1.66434
17,8,0,1.68904
18,8,0,1.67648
19,8,0,1.68573
20,8,0,1.68206
21,8,0,1.66905
22,8,0,1.65654
23,8,0,1.64527
24,8,0,1.66303
25,8,0,1.66861
26,8,0,1.67546
27,8,0,1.67463
28,8,0,1.67289
29,8,0,1.66102
30,8,0,1.64222
31,8,0,1.68114
32,8,0,1.6391
33,8,0,1.65846
34,8,0,1.66943
35,8,0,1.67113
36,8,0,1.69441
37,8,0,1.66784
38,8,0,1.64723
39,8,0,1.6712
40,8,0,1.66834
41,8,0,1.66008
42,8,0,1.64273
43,8,0,1.66451
44,8,0,1.67073
45,8,0,1.64637
46,8,0,1.66308
47,8,0,1.66658
48,8,0,1.64395
49,8,0,1.65408
0,9,0,1.67218
1,9,0,1.679
2,9,0,1.69019
3,9,0,1.68608
4,9,0,1.65486
5,9,0,1.64581
6,9,0,1.65663
7,9,0,1.63815
8,9,0,1.63865
9,9,0,1.64558
10,9,0,1.66681
11,9,0,1.67489
12,9,0,1.65476
13,9,0,1.63465
14,9,0,1.66953
15,9,0,1.66452
16,9,0,1.67457
17,9,0,1.67468
18,9,0,1.66211
19,9,0,1.66083
20,9,0,1.67191
21,9,0,1.67359
22,9,0,1.65385
23,9,0,1.66067
24,9,0,1.65982
25,9,0,1.68669
26,9,0,1.67195
27,9,0,1.66577
28,9,0,1.67785
29,9,0,1.67456
30,9,0,1.68721
31,9,0,1.64563
32,9,0,1.68198
33,9,0,1.67154
34,9,0,1.69219
35,9,0,1.67162
36,9,0,1.67341
37,9,0,1.65875
38,9,0,1.65038
39,9,0,1.67127
40,9,0,1.67072
41,9,0,1.67017
42,9,0,1.64563
43,9,0,1.67861
44,9,0,1.65334
45,9,0,1.68424
46,9,0,1.67443
47,9,0,1.64396
48,9,0,1.64918
49,9,0,1.65781
0,10,0,1.65562
1,10,0,1.6819
2,10,0,1.68917
3,10,0,1.65351
4,10,0,1.65186
5,10,0,1.67516
6,10,0,1.68591
7,10,0,1.68704
8,10,0,1.68324
9,10,0,1.66704
10,10,0,1.6899
11,10,0,1.68979
12,10,0,1.66759
13,10,0,1.658
14,10,0,1.65189
15,10,0,1.67333
16,10,0,1.66675
17,10,0,1.66684
18,10,0,1.63378
19,10,0,1.64127
20,10,0,1.65992
21,10,0,1.68623
22,10,0,1.66527
23,10,0,1.68448
24,10,0,1.70287
25,10,0,1.65256
26,10,0,1.65272
27,10,0,1.65748
28,10,0,1.67773
29,10,0,1.67953
30,10,0,1.67781
31,10,0,1.66476
32,10,0,1.67583
33,10,0,1.6763
34,10,0,1.67636
35,10,0,1.67044
36,10,0,1.68295
37,10,0,1.68563
38,10,0,1.66632
39,10,0,1.69585
40,10,0,1.67734
41,10,0,1.67224
42,10,0,1.65111
43,10,0,1.67035
44,10,0,1.68186
45,10,0,1.65675
46,10,0,1.66832
47,10,0,1.66711
48,10,0,1.65338
49,10,0,1.67083
0,11,0,1.66995
1,11,0,1.66624
2,11,0,1.66247
3,11,0,1.64407
4,11,0,1.65093
5,11,0,1.66242
6,11,0,1.68323
7,11,0,1.68763
8,11,0,1.67486
9,11,0,1.67586
10,11,0,1.69082
11,11,0,1.66306
12,11,0,1.64373
13,11,0,1.66304
14,11,0,1.65551
15,11,0,1.66168
16,11,0,1.67908
17,11,0,1.68055
18,11,0,1.67723
19,11,0,1.66657
20,11,0,1.67288
21,11,0,1.67413
22,11,0,1.69525
23,11,0,1.66471
24,11,0,1.67893
25,11,0,1.69489
26,11,0,1.66442
27,11,0,1.65656
28,11,0,1.64748
29,11,0,1.67093
30,11,0,1.66689
31,11,0,1.67631
32,11,0,1.68786
33,11,0,1.66442
34,11,0,1.67006
35,11,0,1.68294
36,11,0,1.68226
37,11,0,1.67568
38,11,0,1.68162
39,11,0,1.66397
40,11,0,1.65753
41,11,0,1.66833
42,11,0,1.67559
43,11,0,1.679
44,11,0,1.65804
45,11,0,1.67653
46,11,0,1.66654
47,11,0,1.65669
48,11,0,1.65118
49,11,0,1.68104
0,12,0,1.68081
1,12,0,1.69777
2,12,0,1.67656
3,12,0,1.64424
4,12,0,1.63776
5,12,0,1.66871
6,12,0,1.69441
7,12,0,1.65856
8,12,0,1.68653
9,12,0,1.66604
10,12,0,1.6541
11,12,0,1.65659
12,12,0,1.64588
13,12,0,1.64851
14,12,0,1.6635
15,12,0,1.66438
16,12,0,1.65897
17,12,0,1.67972
18,12,0,1.66714
19,12,0,1.65724
20,12,0,1.66562
21,12,0,1.67491
22,12,0,1.68429
23,12,0,1.64128
24,12,0,1.66131
25,12,0,1.66777
26,12,0,1.65352
27,12,0,1.67805
28,12,0,1.66721
29,12,0,1.66185
30,12,0,1.65692
31,12,0,1.66901
32,12,0,1.68277
33,12,0,1.67494
34,12,0,1.69951
35,12,0,1.66481
36,12,0,1.68963
37,12,0,1.65066
38,12,0,1.66632
39,12,0,1.69063
40,12,0,1.64199
41,12,0,1.66991
42,12,0,1.69354
43,12,0,1.6602
44,12,0,1.69585
45,12,0,1.66974
46,12,0,1.68367
47,12,0,1.63941
48,12,0,1.64486
49,12,0,1.67893
0,13,0,1.66142
1,13,0,1.65781
2,13,0,1.65435
3,13,0,1.65284
4,13,0,1.6588
5,13,0,1.66632
6,13,0,1.66285
7,13,0,1.64944
8,13,0,1.65261
9,13,0,1.67175
10,13,0,1.68534
11,13,0,1.6891
12,13,0,1.65047
13,13,0,1.67128
14,13,0,1.66461
15,13,0,1.67707
16,13,0,1.67459
17,13,0,1.66002
18,13,0,1.67009
19,13,0,1.67387
20,13,0,1.67445
21,13,0,1.66446
22,13,0,1.68063
23,13,0,1.66063
24,13,0,1.67404
25,13,0,1.6791
26,13,0,1.65338
27,13,0,1.66139
28,13,0,1.67411
29,13,0,1.66882
30,13,0,1.6556
31,13,0,1.65816
32,13,0,1.66792
33,13,0,1.6775
34,13,0,1.67256
35,13,0,1.64126
36,13,0,1.69774
37,13,0,1.66324
38,13,0,1.65374
39,13,0,1.66281
40,13,0,1.66736
41,13,0,1.64981
42,13,0,1.66627
43,13,0,1.67246
44,13,0,1.66355
45,13,0,1.67031
46,13,0,1.6629
47,13,0,1.64965
48,13,0,1.65891
49,13,0,1.67245
0,14,0,1.68845
1,14,0,1.67551
2,14,0,1.68638
3,14,0,1.67841
4,14,0,1.66534
5,14,0,1.66033
6,14,0,1.65891
7,14,0,1.6714
8,14,0,1.65732
9,14,0,1.64723
10,14,0,1.68726
11,14,0,1.6561
12,14,0,1.68068
13,14,0,1.67869
14,14,0,1.65833
15,14,0,1.66486
16,14,0,1.66385
17,14,0,1.65007
18,14,0,1.6386
19,14,0,1.65994
20,14,0,1.65465
21,14,0,1.65136
22,14,0,1.6492
23,14,0,1.65818
24,14,0,1.67661
25,14,0,1.7072
26,14,0,1.66974
27,14,0,1.66812
28,14,0,1.67316
29,14,0,1.65392
30,14,0,1.68047
31,14,0,1.68818
32,14,0,1.67181
33,14,0,1.66989
34,14,0,1.67063
35,14,0,1.66395
36,14,0,1.66149
37,14,0,1.6702
38,14,0,1.6686
39,14,0,1.65397
40,14,0,1.66669
41,14,0,1.65591
42,14,0,1.65007
43,14,0,1.66421
44,14,0,1.66626
45,14,0,1.686
46,14,0,1.68551
47,14,0,1.6737
48,14,0,1.67045
49,14,0,1.66709
0,15,0,1.67878
1,15,0,1.69189
2,15,0,1.66603
3,15,0,1.67768
4,15,0,1.68205
5,15,0,1.66594
6,15,0,1.65007
7,15,0,1.67856
8,15,0,1.68574
9,15,0,1.66819
10,15,0,1.67066
11,15,0,1.66716
12,15,0,1.65052
13,15,0,1.65146
14,15,0,1.66461
15,15,0,1.6572
16,15,0,1.6351
17,15,0,1.65252
18,15,0,1.66906
19,15,0,1.68513
20,15,0,1.66952
21,15,0,1.65619
22,15,0,1.66092
23,15,0,1.68375
24,15,0,1.68465
25,15,0,1.6757
26,15,0,1.67938
27,15,0,1.65511
28,15,0,1.66467
29,15,0,1.68592
30,15,0,1.66831
31,15,0,1.66812
32,15,0,1.66408
33,15,0,1.64466
34,15,0,1.66421
35,15,0,1.67025
36,15,0,1.66649
37,15,0,1.68149
38,15,0,1.65826
39,15,0,1.6822
40,15,0,1.66628
41,15,0,1.65224
42,15,0,1.67237
43,15,0,1.66091
44,15,0,1.68183
45,15,0,1.64553
46,15,0,1.66654
47,15,0,1.6609
48,15,0,1.69429
49,15,0,1.68184
0,16,0,1.67151
1,16,0,1.67911
2,16,0,1.66937
3,16,0,1.663
4,16,0,1.66251
5,16,0,1.64474
6,16,0,1.6748
7,16,0,1.68001
8,16,0,1.65374
9,16,0,1.65309
10,16,0,1.65569
11,16,0,1.66541
12,16,0,1.67246
13,16,0,1.6897
14,16,0,1.64469
15,16,0,1.66035
16,16,0,1.6611
17,16,0,1.66905
18,16,0,1.66772
19,16,0,1.65874
20,16,0,1.66097
21,16,0,1.66793
22,16,0,1.67303
23,16,0,1.67398
24,16,0,1.6637
25,16,0,1.66259
26,16,0,1.6735
27,16,0,1.65499
28,16,0,1.67128
29,16,0,1.67386
30,16,0,1.65335
31,16,0,1.66993
32,16,0,1.66334
33,16,0,1.66064
34,16,0,1.64251
35,16,0,1.67001
36,16,0,1.6647
37,16,0,1.66081
38,16,0,1.65739
39,16,0,1.65839
40,16,0,1.66451
41,16,0,1.67074
42,16,0,1.68861
43,16,0,1.65116
44,16,0,1.66617
45,16,0,1.68379
46,16,0,1.69173
47,16,0,1.65057
48,16,0,1.66752
49,16,0,1.68051
0,17,0,1.67695
1,17,0,1.65655
2,17,0,1.64829
3,17,0,1.69584
4,17,0,1.67351
5,17,0,1.67703
6,17,0,1.66766
7,17,0,1.66941
8,17,0,1.64517
9,17,0,1.64913
10,17,0,1.67351
11,17,0,1.66842
12,17,0,1.68289
13,17,0,1.65613
14,17,0,1.6493
15,17,0,1.66451
16,17,0,1.66508
17,17,0,1.66425
18,17,0,1.66638
19,17,0,1.67663
20,17,0,1.67094
21,17,0,1.68121
22,17,0,1.68286
23,17,0,1.68058
24,17,0,1.66721
25,17,0,1.66742
26,17,0,1.6828
27,17,0,1.66975
28,17,0,1.65852
29,17,0,1.65859
30,17,0,1.66294
31,17,0,1.66154
32,17,0,1.65634
33,17,0,1.68066
34,17,0,1.65326
35,17,0,1.6527
36,17,0,1.6599
37,17,0,1.64914
38,17,0,1.64733
39,17,0,1.68247
40,17,0,1.65366
41,17,0,1.66523
42,17,0,1.65451
43,17,0,1.68472
44,17,0,1.64071
45,17,0,1.6669
46,17,0,1.69588
47,17,0,1.64164
48,17,0,1.6572
49,17,0,1.67101
0,18,0,1.67118
1,18,0,1.66329
2,18,0,1.66025
3,18,0,1.68264
