x,y,t,val
0,0,0,1.67177
1,0,0,1.69257
2,0,0,1.67949
3,0,0,1.67599
4,0,0,1.6692
5,0,0,1.67348
6,0,0,1.64543
7,0,0,1.676
8,0,0,1.67035
9,0,0,1.64455
10,0,0,1.63403
11,0,0,1.67373
12,0,0,1.67345
13,0,0,1.65444
14,0,0,1.67743
15,0,0,1.66388
16,0,0,1.6711
17,0,0,1.66661
18,0,0,1.66005
19,0,0,1.66068
20,0,0,1.6667
21,0,0,1.65593
22,0,0,1.67104
23,0,0,1.6759
24,0,0,1.63994
25,0,0,1.64092
26,0,0,1.674
27,0,0,1.66993
28,0,0,1.69511
29,0,0,1.6617
30,0,0,1.67922
31,0,0,1.66425
32,0,0,1.68349
33,0,0,1.67096
34,0,0,1.67073
35,0,0,1.64702
36,0,0,1.66455
37,0,0,1.66264
38,0,0,1.69079
39,0,0,1.67065
40,0,0,1.65682
41,0,0,1.66788
42,0,0,1.65909
43,0,0,1.68664
44,0,0,1.66432
45,0,0,1.65623
46,0,0,1.66679
47,0,0,1.68287
48,0,0,1.63732
49,0,0,1.66006
0,1,0,1.67025
1,1,0,1.66596
2,1,0,1.67683
3,1,0,1.67754
4,1,0,1.66804
5,1,0,1.67662
6,1,0,1.6678
7,1,0,1.66761
8,1,0,1.66802
9,1,0,1.67553
10,1,0,1.68103
11,1,0,1.67835
12,1,0,1.6733
13,1,0,1.66681
14,1,0,1.65454
15,1,0,1.66512
16,1,0,1.66341
17,1,0,1.65204
18,1,0,1.67498
19,1,0,1.66024
20,1,0,1.68429
21,1,0,1.67089
22,1,0,1.63467
23,1,0,1.67025
24,1,0,1.68377
25,1,0,1.66466
26,1,0,1.6586
27,1,0,1.66647
28,1,0,1.64452
29,1,0,1.67683
30,1,0,1.66329
31,1,0,1.68323
32,1,0,1.67479
33,1,0,1.66981
34,1,0,1.67876
35,1,0,1.67204
36,1,0,1.6908
37,1,0,1.68044
38,1,0,1.67904
39,1,0,1.66865
40,1,0,1.67053
41,1,0,1.65066
42,1,0,1.68037
43,1,0,1.68156
44,1,0,1.66213
45,1,0,1.64613
46,1,0,1.6687
47,1,0,1.6727
48,1,0,1.6856
49,1,0,1.65338
0,2,0,1.67714
1,2,0,1.65847
2,2,0,1.68115
3,2,0,1.67968
4,2,0,1.65749
5,2,0,1.65491
6,2,0,1.65762
7,2,0,1.67956
8,2,0,1.66358
9,2,0,1.68309
10,2,0,1.67431
11,2,0,1.66536
12,2,0,1.6764
13,2,0,1.64952
14,2,0,1.67352
15,2,0,1.68467
16,2,0,1.68563
17,2,0,1.68781
18,2,0,1.67375
19,2,0,1.66533
20,2,0,1.6733
21,2,0,1.65123
22,2,0,1.68484
23,2,0,1.65108
24,2,0,1.68565
25,2,0,1.67013
26,2,0,1.6549
27,2,0,1.6629
28,2,0,1.67406
29,2,0,1.66502
30,2,0,1.65833
31,2,0,1.68424
32,2,0,1.65253
33,2,0,1.63575
34,2,0,1.65148
35,2,0,1.66315
36,2,0,1.65741
37,2,0,1.66164
38,2,0,1.64273
39,2,0,1.65867
40,2,0,1.67126
41,2,0,1.65416
42,2,0,1.67909
43,2,0,1.68423
44,2,0,1.66187
45,2,0,1.65671
46,2,0,1.66444
47,2,0,1.6855
48,2,0,1.67178
49,2,0,1.66419
0,3,0,1.66497
1,3,0,1.66295
2,3,0,1.67044
3,3,0,1.68917
4,3,0,1.6542
5,3,0,1.6575
6,3,0,1.64893
7,3,0,1.683
8,3,0,1.67893
9,3,0,1.65986
10,3,0,1.6421
11,3,0,1.64478
12,3,0,1.64443
13,3,0,1.63821
14,3,0,1.65098
15,3,0,1.65246
16,3,0,1.65637
17,3,0,1.68659
18,3,0,1.6848
19,3,0,1.66847
20,3,0,1.67089
21,3,0,1.66435
22,3,0,1.68391
23,3,0,1.67335
24,3,0,1.68116
25,3,0,1.64565
26,3,0,1.65865
27,3,0,1.6601
28,3,0,1.65821
29,3,0,1.66609
30,3,0,1.65285
31,3,0,1.67733
32,3,0,1.65682
33,3,0,1.65191
34,3,0,1.65923
35,3,0,1.68324
36,3,0,1.66579
37,3,0,1.64721
38,3,0,1.63988
39,3,0,1.66826
40,3,0,1.69345
41,3,0,1.67339
42,3,0,1.66682
43,3,0,1.6738
44,3,0,1.64981
45,3,0,1.6639
46,3,0,1.66927
47,3,0,1.66609
