x,y,t,val
0,0,0,1.66943
1,0,0,1.66176
2,0,0,1.67119
3,0,0,1.67513
4,0,0,1.68735
5,0,0,1.66346
6,0,0,1.66231
7,0,0,1.67478
8,0,0,1.67149
9,0,0,1.66458
10,0,0,1.69503
11,0,0,1.64377
12,0,0,1.67
13,0,0,1.68063
14,0,0,1.67905
15,0,0,1.6569
16,0,0,1.64705
17,0,0,1.67745
18,0,0,1.66793
19,0,0,1.65418
20,0,0,1.65931
21,0,0,1.67774
22,0,0,1.66268
23,0,0,1.67286
24,0,0,1.65242
25,0,0,1.66551
26,0,0,1.66981
27,0,0,1.66748
28,0,0,1.64681
29,0,0,1.67393
30,0,0,1.68811
31,0,0,1.63494
32,0,0,1.64325
33,0,0,1.66989
34,0,0,1.66591
35,0,0,1.6562
36,0,0,1.67068
37,0,0,1.69547
38,0,0,1.6556
39,0,0,1.67658
40,0,0,1.67958
41,0,0,1.69028
42,0,0,1.66359
43,0,0,1.6523
44,0,0,1.67139
45,0,0,1.63556
46,0,0,1.66914
47,0,0,1.65011
48,0,0,1.65724
49,0,0,1.66711
0,1,0,1.67761
1,1,0,1.66272
2,1,0,1.68322
3,1,0,1.67261
4,1,0,1.66182
5,1,0,1.6601
6,1,0,1.68897
7,1,0,1.66298
8,1,0,1.70539
9,1,0,1.68516
10,1,0,1.66645
11,1,0,1.66124
12,1,0,1.67923
13,1,0,1.64412
14,1,0,1.6498
15,1,0,1.6638
16,1,0,1.67457
17,1,0,1.66913
18,1,0,1.67024
19,1,0,1.66032
20,1,0,1.66033
21,1,0,1.66238
22,1,0,1.67071
23,1,0,1.69528
24,1,0,1.69049
25,1,0,1.6855
26,1,0,1.68393
27,1,0,1.66686
28,1,0,1.6993
29,1,0,1.67277
30,1,0,1.67428
31,1,0,1.68893
32,1,0,1.66635
33,1,0,1.66905
34,1,0,1.67136
35,1,0,1.67773
36,1,0,1.68204
37,1,0,1.65923
38,1,0,1.64938
39,1,0,1.65533
40,1,0,1.66987
41,1,0,1.67783
42,1,0,1.65137
43,1,0,1.64877
44,1,0,1.67849
45,1,0,1.6617
46,1,0,1.68184
47,1,0,1.65874
48,1,0,1.66871
49,1,0,1.66254
0,2,0,1.6468
1,2,0,1.67628
2,2,0,1.66546
3,2,0,1.67031
4,2,0,1.66521
5,2,0,1.66524
6,2,0,1.66248
7,2,0,1.66341
8,2,0,1.65098
9,2,0,1.64834
10,2,0,1.67514
11,2,0,1.64437
12,2,0,1.69205
13,2,0,1.64441
14,2,0,1.66485
15,2,0,1.68059
16,2,0,1.67287
17,2,0,1.65678
18,2,0,1.66291
19,2,0,1.64321
20,2,0,1.65115
21,2,0,1.67454
22,2,0,1.67243
23,2,0,1.66216
24,2,0,1.66769
25,2,0,1.65476
26,2,0,1.66987
27,2,0,1.6783
28,2,0,1.64989
29,2,0,1.66463
30,2,0,1.66693
31,2,0,1.68623
32,2,0,1.67599
33,2,0,1.67635
34,2,0,1.65531
35,2,0,1.66467
36,2,0,1.67075
37,2,0,1.67123
38,2,0,1.67622
39,2,0,1.68145
40,2,0,1.67531
41,2,0,1.6423
42,2,0,1.6669
43,2,0,1.67974
44,2,0,1.66646
45,2,0,1.64765
46,2,0,1.6639
47,2,0,1.67328
48,2,0,1.65809
49,2,0,1.69617
0,3,0,1.66037
1,3,0,1.67361
2,3,0,1.66252
3,3,0,1.69078
4,3,0,1.66448
5,3,0,1.67076
6,3,0,1.65789
7,3,0,1.66219
8,3,0,1.66759
9,3,0,1.66317
10,3,0,1.67978
11,3,0,1.65425
12,3,0,1.67299
13,3,0,1.67558
14,3,0,1.66679
15,3,0,1.66739
16,3,0,1.65143
17,3,0,1.65117
18,3,0,1.68227
19,3,0,1.66361
20,3,0,1.67392
21,3,0,1.66618
22,3,0,1.67878
23,3,0,1.67762
24,3,0,1.66632
25,3,0,1.67594
26,3,0,1.68838
27,3,0,1.63791
28,3,0,1.68355
29,3,0,1.67825
30,3,0,1.66571
31,3,0,1.6713
32,3,0,1.66203
33,3,0,1.66905
34,3,0,1.68183
35,3,0,1.68168
36,3,0,1.66883
37,3,0,1.67936
38,3,0,1.64252
39,3,0,1.64739
40,3,0,1.66506
41,3,0,1.64674
42,3,0,1.68801
43,3,0,1.67808
44,3,0,1.66818
45,3,0,1.66062
46,3,0,1.68572
47,3,0,1.65935
48,3,0,1.66123
49,3,0,1.67617
0,4,0,1.69765
1,4,0,1.66944
2,4,0,1.68956
3,4,0,1.66839
4,4,0,1.65947
5,4,0,1.68656
6,4,0,1.65607
7,4,0,1.66628
8,4,0,1.6414
9,4,0,1.64511
10,4,0,1.67509
11,4,0,1.67554
12,4,0,1.63996
13,4,0,1.65793
14,4,0,1.65542
15,4,0,1.64855
16,4,0,1.65886
17,4,0,1.6477
18,4,0,1.67002
19,4,0,1.64818
20,4,0,1.64857
21,4,0,1.67296
22,4,0,1.68406
23,4,0,1.67615
24,4,0,1.68108
25,4,0,1.66858
26,4,0,1.64344
27,4,0,1.69307
28,4,0,1.6414
29,4,0,1.66311
30,4,0,1.68266
31,4,0,1.66441
32,4,0,1.65497
33,4,0,1.66189
34,4,0,1.66352
35,4,0,1.67249
36,4,0,1.66566
37,4,0,1.67153
38,4,0,1.68636
39,4,0,1.67845
40,4,0,1.65822
41,4,0,1.65233
42,4,0,1.66059
43,4,0,1.67128
44,4,0,1.68188
45,4,0,1.67525
46,4,0,1.66798
47,4,0,1.69702
48,4,0,1.67192
49,4,0,1.69733
0,5,0,1.67929
1,5,0,1.64679
2,5,0,1.68158
3,5,0,1.66611
4,5,0,1.66959
5,5,0,1.68062
6,5,0,1.66787
7,5,0,1.66377
8,5,0,1.64694
9,5,0,1.65523
10,5,0,1.66641
11,5,0,1.67925
12,5,0,1.65602
13,5,0,1.6647
14,5,0,1.66503
15,5,0,1.66103
16,5,0,1.65859
17,5,0,1.66534
18,5,0,1.64559
19,5,0,1.66219
20,5,0,1.66398
21,5,0,1.67467
22,5,0,1.67669
23,5,0,1.66598
24,5,0,1.65083
25,5,0,1.64532
26,5,0,1.6718
27,5,0,1.66232
28,5,0,1.65454
29,5,0,1.6375
30,5,0,1.67465
31,5,0,1.66697
